,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28,2025-09-29,2025-09-30,2025-10-01,2025-10-02,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
05:30,0.0,0.0,0.0,-0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004333333333333333,-0.0026666666666666666,-0.004333333333333333,-0.007333333333333333,-0.0026666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:00,0.0,-0.007,0.0,0.0,0.0,-0.005333333333333333,-0.011333333333333334,-0.0026666666666666666,-0.010666666666666666,-0.0013333333333333333,-0.030000000000000002,-0.0026666666666666666,-0.005666666666666667,-0.0013333333333333333,-0.058666666666666666,-0.007,-0.06666666666666667,-0.029666666666666668,-0.005666666666666667,-0.008666666666666666,-0.004333333333333333,0.0,-0.06133333333333334,-0.004,0.0,-0.004,0.0,-0.006666666666666667,-0.008,-0.004,0.0,-0.008333333333333333,-0.005333333333333333,0.0,-0.004,0.0,0.0,0.0,-0.0026666666666666666,0.0,-0.0026666666666666666,0.0,0.0,-0.0026666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,,-0.0026666666666666666,-0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,0.0,-0.0026666666666666666,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:30,0.0,-0.016,0.0,0.0,-0.005666666666666667,-0.04533333333333334,-0.048,-0.004333333333333333,-0.042,-0.007000000000000001,-0.068,-0.005,0.0,-0.0013333333333333333,-0.09833333333333334,0.0,-0.142,-0.15033333333333335,-0.007,0.0,-0.10800000000000001,0.0,-0.12266666666666667,-0.005333333333333333,-0.12866666666666665,-0.12533333333333332,-0.084,-0.044000000000000004,-0.112,-0.07200000000000001,0.0,-0.0026666666666666666,-0.012,-0.09333333333333332,-0.05466666666666666,-0.09866666666666667,0.0,-0.11,-0.12533333333333332,0.0,-0.004,0.0,0.0,-0.09000000000000001,0.0,0.0,-0.004,0.0,0.0,0.0,-0.04133333333333333,,-0.092,-0.014666666666666666,-0.0026666666666666666,-0.08066666666666666,0.0,-0.09066666666666666,-0.060000000000000005,-0.04133333333333333,-0.0026666666666666666,-0.08133333333333333,-0.076,0.0,,0.0,-0.05733333333333333,0.0,-0.06266666666666668,-0.037333333333333336,-0.004,0.0,0.0,-0.0026666666666666666,0.0,-0.0026666666666666666
07:00,0.0,-0.025333333333333333,0.0,0.0,-0.02666666666666667,-0.043333333333333335,-0.056,0.0,-0.062000000000000006,-0.018666666666666668,-0.07600000000000001,-0.0026666666666666666,-0.004333333333333333,-0.06733333333333333,-0.11333333333333334,-0.07966666666666668,-0.11200000000000002,-0.13166666666666668,-0.16266666666666665,-0.005666666666666667,-0.13866666666666666,-0.008333333333333333,-0.10266666666666667,-0.04,-0.11,-0.10400000000000001,-0.11533333333333333,-0.12866666666666665,-0.12266666666666666,-0.076,0.0,-0.048,-0.11066666666666666,-0.12666666666666665,-0.12399999999999999,-0.13933333333333334,-0.05333333333333334,-0.12533333333333332,-0.116,0.0,-0.004,-0.005333333333333333,-0.098,-0.10333333333333333,0.0,0.0,0.0,0.0,-0.0026666666666666666,-0.006666666666666667,-0.10133333333333333,,-0.10133333333333333,-0.076,0.0,-0.098,0.0,-0.05733333333333333,-0.08866666666666667,-0.07,-0.048666666666666664,-0.10333333333333333,-0.12133333333333333,-0.056,,-0.010666666666666666,-0.11066666666666666,0.0,-0.10400000000000001,-0.1,-0.016,-0.038,-0.0026666666666666666,-0.0013333333333333333,-0.0026666666666666666,-0.02666666666666667
07:30,0.0,-0.037333333333333336,-0.007000000000000001,0.0,-0.048666666666666664,-0.05333333333333334,-0.064,-0.036000000000000004,-0.07066666666666667,-0.06899999999999999,-0.07,-0.049666666666666665,-0.11933333333333333,-0.087,-0.10833333333333334,-0.105,-0.091,-0.12166666666666667,-0.14733333333333334,-0.007,-0.11633333333333334,-2.12,-1.867,-1.3276666666666666,-1.012,-2.640333333333333,-0.9516666666666667,-2.652333333333333,-2.552,-2.6383333333333336,-0.896,-1.1616666666666666,-2.630666666666667,-0.9763333333333333,-2.645,-2.647,-1.156,-1.2003333333333333,-2.5443333333333333,-0.8696666666666667,-1.127,-1.034,-1.0263333333333333,-2.4733333333333336,-1.0296666666666667,-1.026,-1.0323333333333333,-0.8653333333333334,-1.0313333333333332,-1.0766666666666667,-2.2306666666666666,,-0.09466666666666666,-2.5483333333333333,-1.0296666666666667,-0.09933333333333333,-0.7093333333333333,-0.6116666666666667,-2.5296666666666665,-0.8273333333333334,-2.0933333333333333,-0.66,-2.4450000000000003,-2.630666666666667,,-0.8413333333333333,-0.11266666666666666,0.0,-0.09466666666666666,-0.09666666666666666,-0.09066666666666667,-0.07466666666666667,-0.005333333333333333,-0.05733333333333333,-0.017333333333333333,-0.08666666666666667
08:00,-0.0026666666666666666,-0.05266666666666667,-0.012,0.0,-0.07066666666666667,-0.048,-0.050666666666666665,-0.08533333333333333,-0.06966666666666667,-0.030000000000000002,-0.052000000000000005,-0.009333333333333334,-0.11866666666666667,-0.11066666666666668,-0.068,-0.07233333333333333,-0.048666666666666664,-0.12200000000000001,-0.12966666666666668,0.0,-0.11400000000000002,-2.1430000000000002,-0.12666666666666665,-0.10133333333333333,-0.12333333333333332,-2.152333333333333,-0.116,-0.16833333333333333,-2.1613333333333333,-2.1626666666666665,-0.09733333333333333,-0.11533333333333333,-2.147,-0.09733333333333333,-2.1566666666666667,-2.1599999999999997,-0.10266666666666667,-0.132,-2.1526666666666667,-0.10733333333333334,-0.14266666666666666,-0.005333333333333333,-0.1,-2.0713333333333335,0.0,-0.007,-0.08666666666666667,0.0,-0.12399999999999999,-0.02666666666666667,-1.7823333333333333,,-0.092,-0.502,0.0,-0.08266666666666667,-0.004,-0.12000000000000001,-1.8543333333333334,-0.10333333333333333,-0.11800000000000001,-0.09333333333333332,-1.8626666666666667,-2.0896666666666666,,-0.12733333333333333,-0.10866666666666666,-0.005333333333333333,-0.10266666666666667,-0.09666666666666666,-0.08,-0.116,-0.08866666666666667,-0.06933333333333333,-0.066,-0.08600000000000001
08:30,0.0,-0.050666666666666665,-0.037333333333333336,0.0,-0.07266666666666667,-0.018666666666666668,-0.03066666666666667,-0.09000000000000001,-0.064,-0.029333333333333333,-0.052000000000000005,-0.045000000000000005,-0.044000000000000004,-0.10333333333333333,-0.051333333333333335,-0.049,-0.04,-0.12633333333333333,-0.13566666666666669,-0.05700000000000001,-0.095,-0.14,-0.03866666666666666,-0.08066666666666666,-0.09866666666666667,-0.17866666666666667,-0.09533333333333333,-0.10133333333333333,-0.10233333333333335,-0.18000000000000002,-0.11933333333333333,-0.09733333333333333,-0.18166666666666667,-0.058,-0.18466666666666667,-0.15899999999999997,-0.08800000000000001,-0.13266666666666665,-0.16333333333333336,-0.13066666666666665,-0.14133333333333334,-0.007,-0.09933333333333333,-0.07666666666666666,0.0,-0.048,-0.116,-0.005333333333333333,-0.11800000000000001,-0.004,-0.044333333333333336,,-0.06933333333333333,-0.07600000000000001,0.0,-0.058666666666666666,-0.012,-0.08800000000000001,-0.08233333333333334,-0.078,-0.08666666666666667,-0.076,-0.099,-0.09766666666666667,,-0.132,-0.09733333333333333,-0.0026666666666666666,-0.09000000000000001,-0.08866666666666667,-0.10200000000000001,-0.10066666666666667,-0.10133333333333333,-0.092,-0.09066666666666666,-0.09466666666666666
09:00,0.0,-0.025333333333333333,-0.05333333333333334,0.0,-0.105,-0.0013333333333333333,-0.0013333333333333333,-0.1,0.0,-0.037000000000000005,-0.016,-0.038000000000000006,-0.07,-0.039,-0.022333333333333334,-0.029333333333333333,-0.025666666666666667,-0.09533333333333334,-0.158,-0.14866666666666667,-0.09400000000000001,-0.056,-0.016,-0.06133333333333334,-0.04466666666666667,-0.073,-0.108,-0.108,-0.09000000000000001,-0.09000000000000001,-0.10400000000000001,-0.08266666666666667,-0.084,-0.05333333333333334,-0.10600000000000001,-0.08800000000000001,-0.116,-0.112,-0.095,-0.11333333333333333,-0.13799999999999998,-0.07233333333333333,-0.059333333333333335,-0.042666666666666665,-0.005333333333333333,-0.0026666666666666666,-0.12000000000000001,-0.06933333333333333,-0.08933333333333333,-0.0026666666666666666,-0.02666666666666667,,-0.044000000000000004,-0.07066666666666667,0.0,-0.036000000000000004,-0.11066666666666666,-0.008,-0.06066666666666667,-0.054000000000000006,-0.08,-0.126,-0.08,-0.07466666666666667,,-0.128,-0.07666666666666666,-0.04533333333333334,-0.07333333333333333,-0.07600000000000001,-0.11066666666666666,-0.10333333333333333,-0.12866666666666665,-0.08733333333333333,-0.08333333333333333,-0.09733333333333333
09:30,-0.0013333333333333333,0.0,-0.02666666666666667,-0.0026666666666666666,-0.11333333333333334,0.0026666666666666666,0.0,-0.10666666666666667,0.0,-0.07933333333333333,-0.016,-0.004333333333333333,-0.04666666666666667,-0.036000000000000004,-0.063,-0.006666666666666667,-0.015333333333333334,-0.030000000000000002,-0.11033333333333334,-0.15133333333333335,-0.099,-0.06133333333333334,-0.009333333333333334,-0.044000000000000004,-0.092,-0.07633333333333334,-0.09933333333333333,-0.08533333333333333,-0.08033333333333334,-0.09133333333333334,-0.005333333333333333,-0.07866666666666666,-0.08533333333333333,-0.06533333333333333,-0.13899999999999998,-0.059666666666666666,-0.10933333333333332,-0.054000000000000006,-0.08766666666666666,-0.07333333333333333,-0.12866666666666665,-0.04533333333333334,-0.03933333333333333,-0.042666666666666665,-0.15066666666666667,-0.005333333333333333,-0.050666666666666665,-0.114,-0.108,-0.004,-0.033666666666666664,,-0.02266666666666667,-0.07133333333333333,-0.005333333333333333,-0.0026666666666666666,-0.11333333333333333,0.004666666666666667,-0.032,-0.048,-0.04133333333333333,-0.13466666666666666,-0.052000000000000005,-0.085,,-0.1,-0.048,-0.02266666666666667,-0.03866666666666667,-0.054000000000000006,-0.08800000000000001,-0.11333333333333333,-0.11333333333333333,-0.08533333333333333,-0.096,-0.07466666666666667
10:00,0.0,-0.020666666666666667,-0.07200000000000001,-0.0013333333333333333,-0.1,0.02266666666666667,0.0,-0.109,0.0,-0.11466666666666668,-0.026000000000000002,-0.10166666666666667,-0.004,0.0,-0.04066666666666666,-0.005333333333333333,0.0,-0.021333333333333333,-0.05466666666666666,-0.15133333333333335,-0.08766666666666666,-0.04633333333333334,0.0,-0.09133333333333332,-0.09933333333333333,-0.08966666666666666,-0.24666666666666667,-0.092,-0.07266666666666667,-0.07433333333333333,-0.0026666666666666666,-0.02666666666666667,-0.07733333333333334,-0.034,-0.13466666666666666,-0.13166666666666668,-0.11333333333333333,-0.06666666666666667,-0.079,-0.016,-0.025666666666666667,-0.13133333333333333,-0.04133333333333333,-0.037333333333333336,-0.13399999999999998,-0.04,-0.07600000000000001,-0.11733333333333333,-0.11866666666666667,-0.054000000000000006,-0.007333333333333333,,-0.02,-0.12933333333333333,-0.004,0.0,-0.11,-0.02333333333333333,-0.005333333333333333,-0.060000000000000005,-0.036000000000000004,-0.13133333333333333,-0.03333333333333333,-0.036000000000000004,,-0.13466666666666666,-0.028,-0.0026666666666666666,-0.012,-0.04666666666666667,-0.029333333333333333,-0.10200000000000001,-0.06333333333333332,-0.12133333333333332,-0.02266666666666667,-0.064
10:30,0.0,0.021333333333333333,-0.06133333333333334,-0.024666666666666667,-0.10666666666666667,0.052000000000000005,0.004666666666666667,-0.11066666666666668,0.009333333333333334,-0.13766666666666666,-0.021333333333333333,-0.02666666666666667,-0.007000000000000001,0.030000000000000002,-0.033666666666666664,-0.0013333333333333333,0.0,-0.009333333333333334,-0.045000000000000005,-0.1366666666666667,-0.07633333333333334,-0.07033333333333334,-0.0026666666666666666,-0.10533333333333333,-0.12666666666666665,-0.10666666666666667,-0.050666666666666665,-0.056666666666666664,-0.06133333333333334,-0.13133333333333336,-0.1,-0.07066666666666667,-0.07133333333333333,-0.07066666666666667,-0.08600000000000001,-0.10933333333333334,-0.112,-0.042666666666666665,-0.08533333333333333,-0.024,-0.12000000000000001,-0.12000000000000001,-0.044000000000000004,-0.028,-0.13066666666666665,-0.10866666666666666,-0.09666666666666666,-0.108,-0.11333333333333333,-0.12399999999999999,-0.017666666666666667,,-0.018666666666666668,-0.03333333333333333,-0.0026666666666666666,0.0,-0.11333333333333333,-0.06133333333333334,0.0,-0.10666666666666666,-0.10066666666666667,-0.126,-0.018666666666666668,-0.05433333333333334,,-0.14,-0.004,0.0,-0.0026666666666666666,-0.026000000000000002,-0.021333333333333333,-0.12066666666666667,-0.1,-0.10066666666666667,-0.017333333333333333,-0.050666666666666665
11:00,0.0,-0.048,-0.08733333333333333,-0.03666666666666667,-0.08333333333333333,0.07,0.011333333333333334,-0.115,0.034666666666666665,-0.13766666666666666,-0.016,-0.005,0.0,0.038000000000000006,-0.12100000000000001,-0.0013333333333333333,-0.0013333333333333333,-0.06166666666666667,-0.0026666666666666666,-0.14533333333333334,-0.11666666666666667,-0.13,0.0,-0.06133333333333333,-0.13133333333333333,-0.15600000000000003,-0.03266666666666666,-0.078,-0.06466666666666666,-0.11133333333333334,-0.10266666666666667,-0.08666666666666667,-0.1753333333333333,-0.056,-0.12633333333333333,-0.132,-0.13266666666666665,-0.05466666666666667,-0.1,-0.032,-0.12533333333333332,-0.136,-0.02266666666666667,-0.02666666666666667,-0.13,-0.1,-0.09733333333333333,-0.029333333333333333,-0.11066666666666666,-0.10600000000000001,-0.07766666666666668,,0.0,-0.03733333333333333,-0.006666666666666667,-0.27366666666666667,-0.11466666666666667,-0.11933333333333333,0.0,0.0006666666666666665,-0.056,-0.13533333333333333,-0.025333333333333333,-0.06066666666666667,,-0.13466666666666666,0.0,-0.07733333333333332,-0.0013333333333333333,-0.042666666666666665,0.004000000000000001,-0.10666666666666666,-0.11466666666666667,-0.092,-0.15300000000000002,-0.07478260869565218
11:30,-0.0013333333333333333,-0.08600000000000001,-0.024666666666666667,-0.05533333333333334,-0.064,0.06133333333333334,0.009333333333333334,-0.10733333333333334,0.012666666666666666,0.0059999999999999975,-0.04,-0.004,0.0,0.004,-0.13066666666666665,-0.005333333333333333,-0.05433333333333334,-0.07600000000000001,-0.016666666666666666,-0.15133333333333335,-0.10133333333333333,1.5726666666666667,1.5736666666666668,1.4086666666666665,1.7086666666666666,1.9266666666666665,1.6783333333333335,1.9306666666666668,2.0023333333333335,1.9983333333333333,1.8543333333333334,1.865,1.8363333333333334,1.6346666666666667,1.846,1.758,1.8543333333333334,2.0646666666666667,1.824,1.7533333333333334,1.8496666666666668,1.7970000000000002,1.7983333333333333,2.016,1.8703333333333334,1.8709999999999998,1.8956666666666666,1.9849999999999999,1.8623333333333334,1.9156666666666666,1.9046666666666667,,1.8276666666666666,1.7893333333333332,2.008,2.081,1.901,1.9036666666666666,2.1376666666666666,1.611,1.867,1.8693333333333333,2.0983333333333336,1.8013333333333332,,1.8566666666666667,-0.02733333333333333,-0.09933333333333333,-0.030000000000000002,-0.03066666666666667,-0.019333333333333334,-0.054000000000000006,-0.10933333333333332,-0.12000000000000001,-0.02,
12:00,0.0,-0.016,-0.009333333333333334,-0.06533333333333333,-0.10033333333333333,0.05333333333333334,0.009333333333333334,-0.09200000000000001,0.044000000000000004,-0.006333333333333334,-0.006666666666666667,0.0,-0.004,0.008,-0.058666666666666666,-0.028,-0.09000000000000001,-0.097,-0.025666666666666667,-0.14866666666666667,-0.09200000000000001,1.9156666666666666,1.6520000000000001,1.5563333333333333,1.7236666666666667,1.9929999999999999,1.802,1.9863333333333333,2.006333333333333,1.9943333333333333,1.8903333333333334,1.9056666666666666,1.8166666666666667,1.6183333333333332,1.8593333333333333,1.7216666666666667,1.8726666666666667,2.055,1.587,1.6086666666666667,1.9063333333333332,1.8786666666666667,1.785,1.944,1.9236666666666666,1.9293333333333331,1.9303333333333332,1.851,1.8963333333333334,1.9093333333333333,1.8856666666666666,,1.825,1.8813333333333333,2.023,2.14,1.9233333333333331,1.9946666666666666,2.1373333333333333,1.45,1.9376666666666666,1.9206666666666665,2.0966666666666667,1.7536666666666667,,1.9123333333333332,-0.010666666666666666,0.0,0.0,-0.04666666666666666,-0.018666666666666668,-0.059333333333333335,-0.1,-0.10933333333333332,-0.019333333333333334,
12:30,-0.0026666666666666666,0.010666666666666666,0.0,-0.043333333333333335,-0.09733333333333333,0.04,0.0026666666666666666,-0.10333333333333333,0.016666666666666666,0.02533333333333333,-0.021333333333333333,-0.004,-0.008,0.005333333333333333,-0.10666666666666667,-0.007333333333333333,-0.04533333333333334,-0.09933333333333333,-0.049,-0.13466666666666666,-0.10666666666666667,0.032333333333333325,0.0006666666666666705,-0.013666666666666667,0.055666666666666656,-0.046000000000000006,-0.00266666666666667,0.0006666666666666651,-0.019333333333333334,-0.01633333333333334,-0.029333333333333336,0.018666666666666665,-0.06766666666666667,-0.038,-0.18833333333333332,-0.06833333333333333,-0.052000000000000005,0.02,-0.012333333333333335,0.04133333333333333,0.002000000000000001,-0.04166666666666666,0.027333333333333334,0.011333333333333336,-0.020333333333333335,-0.04433333333333333,-0.018000000000000002,0.043,-0.03266666666666667,0.051666666666666666,-0.043333333333333335,,0.057666666666666665,-0.017666666666666664,-0.014333333333333335,0.07,-0.03233333333333333,-0.009000000000000003,0.06966666666666667,0.04433333333333333,0.051333333333333335,-0.03666666666666667,0.05366666666666666,0.04233333333333333,,-0.012000000000000002,-0.006666666666666667,-0.08533333333333333,-0.036000000000000004,-0.029333333333333333,-0.029333333333333333,-0.010666666666666666,-0.1,-0.10266666666666667,-0.05466666666666666,
