,2025-03-24,2025-03-25,2025-03-26,2025-03-31,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-19,2025-04-20,2025-04-21,2025-04-22,2025-04-23,2025-04-24,2025-04-28,2025-04-29,2025-04-30,2025-05-05,2025-05-12,2025-05-19,2025-05-26,2025-06-02,2025-06-09,2025-06-16,2025-06-23,2025-06-30,2025-07-07,2025-07-14,2025-07-21,2025-07-28,2025-07-30,2025-07-31,2025-08-04,2025-08-11,2025-08-18,2025-08-25,2025-08-26,2025-09-08,2025-09-15,2025-09-22,2025-09-29,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.004,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013333333333333333,0.0,0.0,0.019,0.0033333333333333335,0.0,0.0,0.0,0.0003333333333333333,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
06:00,0.0,0.03266666666666666,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013333333333333333,0.0,-0.0013333333333333333,0.0,-0.001,0.0,0.004,-0.001,0.0,0.0,0.0,-0.0023333333333333335,-0.0023333333333333335,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
06:30,0.0,0.020666666666666667,0.0,0.0,0.009333333333333334,0.0,0.0,-0.0026666666666666666,-0.0026666666666666666,-0.0026666666666666666,0.0,0.0,-0.004,-0.0026666666666666666,-0.005333333333333333,-0.005,0.0,0.0,0.0,-0.0036666666666666666,0.0,0.0,0.0,0.0,-0.005,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.0023333333333333335,0.0,0.0
07:00,0.0,0.021,0.0,0.0,0.017333333333333333,0.0,0.0,-0.004,-0.005333333333333333,0.0026666666666666666,0.0,0.0,-0.0013333333333333333,0.0,0.0,0.0,-0.001,-0.0033333333333333335,0.0,-0.005,0.0,-0.0003333333333333333,0.0,0.0003333333333333333,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0036666666666666666,-0.0023333333333333335,-0.0036666666666666666,-0.0036666666666666666,-0.005
07:30,0.0,0.011,-0.0013333333333333333,0.0,0.002,-0.0013333333333333333,-0.005333333333333333,0.009333333333333334,0.008,0.0,0.005333333333333333,0.0,0.0013333333333333333,0.0,0.0026666666666666666,0.001,0.001,0.0,0.0,0.001,-0.0036666666666666666,0.0,0.0,-0.006,0.013000000000000001,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,-0.006333333333333333,-0.001,-0.0023333333333333335,-0.004,-0.006666666666666667
