施設名,2023-04-01,2023-04-02,2023-04-03,2023-04-04,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25,2023-04-26,2023-04-27,2023-04-28,2023-04-29,2023-04-30,2023-05-01,2023-05-02,2023-05-03,2023-05-04,2023-05-05,2023-05-06,2023-05-07,2023-05-08,2023-05-09,2023-05-10,2023-05-11,2023-05-12,2023-05-13,2023-05-14,2023-05-15,2023-05-16,2023-05-17,2023-05-18,2023-05-19,2023-05-20,2023-05-21,2023-05-22,2023-05-23,2023-05-24,2023-05-25,2023-05-26,2023-05-27,2023-05-28,2023-05-29,2023-05-30,2023-05-31,2023-06-01,2023-06-02,2023-06-03,2023-06-04,2023-06-05,2023-06-06,2023-06-07,2023-06-08,2023-06-09,2023-06-10,2023-06-11,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-17,2023-06-18,2023-06-19,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-24,2023-06-25,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,2023-07-01,2023-07-02,2023-07-03,2023-07-04,2023-07-05,2023-07-06,2023-07-07,2023-07-08,2023-07-09,2023-07-10,2023-07-11,2023-07-12,2023-07-13,2023-07-14,2023-07-15,2023-07-16,2023-07-17,2023-07-18,2023-07-19,2023-07-20,2023-07-21,2023-07-22,2023-07-23,2023-07-24,2023-07-25,2023-07-26,2023-07-27,2023-07-28,2023-07-29,2023-07-30,2023-07-31,2023-08-01,2023-08-02,2023-08-03,2023-08-04,2023-08-05,2023-08-06,2023-08-07,2023-08-08,2023-08-09,2023-08-10,2023-08-11,2023-08-12,2023-08-13,2023-08-14,2023-08-15,2023-08-16,2023-08-17,2023-08-18,2023-08-19,2023-08-20,2023-08-21,2023-08-22,2023-08-23,2023-08-24,2023-08-25,2023-08-26,2023-08-27,2023-08-28,2023-08-29,2023-08-30,2023-08-31,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-16,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-28,2023-09-29,2023-09-30,2023-10-01,2023-10-02,2023-10-03,2023-10-04,2023-10-05,2023-10-06,2023-10-07,2023-10-08,2023-10-09,2023-10-10,2023-10-11,2023-10-12,2023-10-13,2023-10-14,2023-10-15,2023-10-16,2023-10-17,2023-10-18,2023-10-19,2023-10-20,2023-10-21,2023-10-22,2023-10-23,2023-10-24,2023-10-25,2023-10-26,2023-10-27,2023-10-28,2023-10-29,2023-10-30,2023-10-31,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-06,2023-11-07,2023-11-08,2023-11-09,2023-11-10,2023-11-11,2023-11-12,2023-11-13,2023-11-14,2023-11-15,2023-11-16,2023-11-17,2023-11-18,2023-11-19,2023-11-20,2023-11-21,2023-11-22,2023-11-23,2023-11-24,2023-11-25,2023-11-26,2023-11-27,2023-11-28,2023-11-29,2023-11-30,2023-12-01,2023-12-02,2023-12-03,2023-12-04,2023-12-05,2023-12-06,2023-12-07,2023-12-08,2023-12-09,2023-12-10,2023-12-11,2023-12-12,2023-12-13,2023-12-14,2023-12-15,2023-12-16,2023-12-17,2023-12-18,2023-12-19,2023-12-20,2023-12-21,2023-12-22,2023-12-23,2023-12-24,2023-12-25,2023-12-26,2023-12-27,2023-12-28,2023-12-29,2023-12-30,2023-12-31,2024-01-01,2024-01-02,2024-01-03,2024-01-04,2024-01-05,2024-01-06,2024-01-07,2024-01-08,2024-01-09,2024-01-10,2024-01-11,2024-01-12,2024-01-13,2024-01-14,2024-01-15,2024-01-16,2024-01-17,2024-01-18,2024-01-19,2024-01-20,2024-01-21,2024-01-22,2024-01-23,2024-01-24,2024-01-25,2024-01-26,2024-01-27,2024-01-28,2024-01-29,2024-01-30,2024-01-31,2024-02-01,2024-02-02,2024-02-03,2024-02-04,2024-02-05,2024-02-06,2024-02-07,2024-02-08,2024-02-09,2024-02-10,2024-02-11,2024-02-12,2024-02-13,2024-02-14,2024-02-15,2024-02-16,2024-02-17,2024-02-18,2024-02-19,2024-02-20,2024-02-21,2024-02-22,2024-02-23,2024-02-24,2024-02-25,2024-02-26,2024-02-27,2024-02-28,2024-02-29,2024-03-01,2024-03-02,2024-03-03,2024-03-04,2024-03-05,2024-03-06,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-16,2024-03-17,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-23,2024-03-24,2024-03-25,2024-03-26,2024-03-27,2024-03-28,2024-03-29,2024-03-30,2024-03-31
05:30,6,6,6,7,7,5,5,5,6,6,6,5,6,5,3,3,3,3,4,4,4,4,4,4,4,5,4,4,4,3,3,3,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,3,3,4,3,3,3,4,4,4,3,3,3,3,4,3,4,3,3,4,4,4,3,3,4,3,4,3,4,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,2,2,2,2,3,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,4,4,3,3,4,3,3,3,3,4,5,4,5,5,6,5,5,5,5,5,3,5,5,5,4,5,5,6,5,6,6,6,6,6,6,6,6,7,6,6,5,5,6,6,5,6,6,6,7,6,6,7,6,6,5,5,6,7,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,7,7,6,7,6,6,6,7,6,6,5,6,6,7,6,7,6,6,6,6,8,7,7,6,7,7,6,7,6,7,6,6,8,6,6,7,6,6,3,6,7,6,6,7,7,8,7,8,6,6,7,6,8,6,7,6,6,6,7,6,6,6,6,6,7,6,6,10,12,7,7,7,7,6,7,7,6,5,6
06:00,6,7,6,7,6,5,4,4,6,7,6,5,6,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,3,4,4,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,4,3,4,3,4,3,3,3,2,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,4,3,3,4,5,4,2,3,3,4,4,4,5,5,5,6,6,4,4,5,4,6,6,6,3,6,6,5,6,6,6,6,6,6,6,6,5,5,5,6,6,5,5,6,6,6,6,7,6,6,6,7,6,5,6,6,5,6,7,6,6,6,6,6,6,5,6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,7,7,6,6,7,8,7,7,6,7,7,7,7,6,6,6,6,7,7,8,7,6,7,7,7,6,5,6,6,6,3,6,6,7,6,6,6,7,6,8,6,7,6,6,8,7,6,7,7,7,6,7,6,6,7,6,6,7,7,11,10,6,7,7,8,6,6,8,6,5,5
06:30,5,6,6,6,6,5,5,4,6,6,5,5,5,4,3,3,3,2,3,2,2,3,3,2,3,4,2,2,2,4,3,2,3,3,2,3,4,4,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,4,4,3,2,2,3,4,2,2,2,3,2,3,2,4,3,3,3,4,3,3,2,2,2,4,3,3,3,3,3,3,4,3,2,3,2,3,2,3,3,3,3,3,2,2,2,3,2,3,3,2,3,3,2,3,2,3,3,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,5,4,4,3,4,3,3,2,4,4,4,5,6,5,5,6,5,5,5,5,4,5,6,5,4,6,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,6,5,5,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,7,6,6,6,6,6,7,6,6,6,6,6,7,7,6,6,6,6,7,6,6,7,7,7,6,6,6,6,6,6,7,7,7,6,6,8,7,7,6,7,7,6,8,6,6,6,6,7,6,6,7,6,6,3,6,6,6,7,7,6,8,6,7,7,6,7,7,9,6,7,7,7,7,7,6,7,7,6,6,7,6,6,10,11,7,8,8,7,7,7,7,6,5,5
07:00,5,7,6,6,6,5,4,5,4,7,5,6,4,4,4,4,3,3,2,3,3,3,2,2,2,4,3,3,3,4,3,4,2,1,2,4,3,4,3,3,2,2,4,2,3,2,3,2,4,3,2,3,3,3,1,2,3,2,3,2,1,1,3,3,2,1,3,2,2,3,2,3,3,3,4,3,4,3,2,2,2,4,3,4,2,3,4,1,3,3,3,3,2,3,1,4,4,2,3,2,2,2,2,1,2,3,3,2,2,4,2,2,2,2,2,2,1,0,0,0,3,2,2,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,4,3,3,4,4,3,3,3,3,6,6,4,5,5,6,5,6,4,4,5,3,6,6,5,4,5,5,5,5,6,7,7,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,7,7,7,7,6,5,5,5,5,6,7,6,6,6,5,7,6,6,6,6,6,6,6,6,6,7,7,6,6,6,10,7,6,6,7,6,5,6,7,8,6,7,6,6,7,6,8,6,6,7,7,6,6,7,7,6,6,6,8,7,6,6,6,6,3,6,7,7,6,6,8,8,8,11,6,7,6,6,9,7,6,10,6,7,11,10,9,7,7,7,6,6,7,10,15,6,7,7,7,6,6,7,5,5,5
07:30,4,6,8,7,6,6,6,6,5,7,6,7,7,5,4,4,6,4,4,3,4,2,2,4,3,7,3,4,3,5,5,4,4,3,3,5,5,5,3,4,4,4,3,4,6,4,3,3,5,4,2,4,4,5,3,3,5,3,3,4,7,7,9,4,1,7,6,7,7,9,3,4,9,9,9,9,8,3,2,6,6,9,8,8,3,2,8,7,8,9,8,4,3,8,8,8,9,7,4,2,10,8,9,10,8,4,3,6,8,12,8,5,2,3,5,3,3,3,3,1,5,5,3,0,1,1,0,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,7,6,6,4,5,4,5,4,6,6,43,5,6,7,12,13,13,6,5,5,8,9,17,7,13,6,6,15,8,14,22,17,9,6,8,10,14,9,11,6,5,9,15,9,8,14,6,7,20,23,16,21,19,6,6,6,13,10,7,6,6,6,6,6,6,6,7,6,7,6,10,16,17,17,6,6,12,21,22,14,17,6,6,11,13,20,29,16,7,6,13,17,13,13,14,6,6,14,41,19,22,17,6,7,7,15,12,10,9,7,6,19,16,15,11,6,6,7,22,28,25,38,14,6,7,17,13,12,16,19,9,6,28,17,17,16,12,6,7,12,18,11,25,14,9,8,12,9,11,7,6,6,6
08:00,4,5,8,7,7,6,6,5,6,7,8,9,7,7,5,4,7,6,5,5,4,2,2,6,6,9,7,5,3,4,5,5,7,1,2,4,4,9,6,7,5,5,4,4,8,7,5,6,7,5,2,7,7,7,4,6,6,4,4,7,9,8,11,3,2,9,9,9,10,12,6,3,12,12,13,12,12,6,1,8,10,8,10,11,2,1,11,11,13,11,12,4,2,12,10,13,12,14,4,2,16,21,24,23,16,4,3,10,19,22,18,7,6,2,7,6,6,5,6,1,6,7,4,1,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,14,14,12,3,4,4,10,11,12,15,37,4,5,30,35,53,60,35,5,5,43,54,57,11,47,6,5,57,56,92,65,71,11,6,57,57,66,63,60,9,6,66,77,70,66,76,6,6,71,75,75,71,73,6,5,5,28,20,15,6,6,6,6,6,6,6,13,6,9,6,57,62,81,85,7,7,78,66,87,86,88,7,7,91,97,104,101,103,7,7,88,101,93,97,94,7,7,99,99,96,98,95,6,6,6,94,67,87,78,6,7,99,54,96,65,7,7,6,86,111,102,105,95,7,6,96,84,98,92,96,10,7,99,92,93,91,68,6,6,84,94,10,89,91,13,8,19,16,23,11,6,10,5
08:30,3,5,7,6,6,6,7,4,4,10,9,11,9,8,3,3,8,7,7,8,8,2,1,7,7,12,9,7,6,5,7,11,7,2,1,4,4,12,9,9,9,7,3,3,12,10,8,7,11,4,0,10,12,11,9,8,7,2,3,8,11,10,15,7,4,11,13,13,12,16,8,7,15,15,17,17,16,10,5,12,14,13,13,15,5,5,14,17,22,20,23,6,5,18,22,17,16,22,11,4,27,39,38,34,33,7,5,9,42,29,32,8,6,2,14,9,6,5,6,0,4,6,3,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,16,17,15,4,4,3,16,15,16,22,36,4,5,45,54,79,92,47,10,4,43,57,61,10,50,5,6,62,69,94,87,85,11,6,88,84,75,81,77,11,5,77,77,85,81,88,7,6,73,83,82,83,81,8,6,17,28,19,16,6,7,6,6,6,6,10,23,12,8,10,76,77,96,94,6,6,95,89,97,99,88,7,7,108,97,99,98,107,11,7,104,102,103,99,110,6,6,102,107,109,102,104,7,7,7,101,89,89,109,7,6,96,50,91,88,6,6,7,86,108,94,105,96,7,7,93,107,99,99,90,9,7,93,92,82,91,58,5,8,87,94,11,93,103,15,8,22,24,22,17,10,10,5
09:00,2,7,7,5,7,7,7,4,4,14,10,14,10,11,7,2,10,8,10,10,11,6,1,12,10,17,10,11,7,5,10,9,5,6,5,4,7,15,9,13,9,12,6,2,15,10,11,10,14,9,1,11,15,10,10,13,6,5,2,10,13,11,18,5,5,17,14,16,20,23,9,9,20,18,23,21,26,9,7,20,20,20,15,18,6,4,26,27,34,30,32,6,4,34,33,22,28,35,12,4,35,39,45,41,40,12,5,10,46,42,42,7,6,3,17,9,6,6,5,0,4,6,2,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,26,24,15,7,8,8,17,17,18,26,24,6,6,51,53,69,77,42,9,7,41,62,66,11,45,10,5,66,56,84,85,102,11,9,89,81,71,82,68,10,7,72,70,76,74,86,14,9,87,80,89,94,82,14,7,23,41,18,17,6,6,6,6,6,6,13,37,16,12,8,91,78,101,104,10,8,92,92,92,98,89,10,10,95,85,105,107,94,12,11,112,108,107,92,113,12,11,105,104,102,98,109,10,13,9,109,79,84,99,17,15,79,44,105,100,16,7,11,91,103,93,95,95,13,7,102,107,102,102,108,11,7,97,85,80,94,55,6,9,84,86,17,100,87,15,8,23,33,29,18,10,10,6
09:30,1,8,7,4,6,6,8,4,3,13,11,13,10,12,8,3,11,10,9,13,13,6,1,13,9,17,12,10,5,7,12,10,5,4,5,5,7,17,10,13,10,11,7,2,12,10,11,11,13,8,1,13,15,10,11,13,4,7,3,13,12,12,22,6,4,17,16,16,21,22,8,11,19,20,25,22,26,9,8,20,16,21,16,22,6,5,26,26,36,27,30,6,3,36,32,27,29,43,12,6,35,38,47,42,46,13,5,9,44,43,37,9,7,6,18,10,6,6,5,0,4,7,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,25,25,12,8,8,8,23,17,17,26,20,5,5,46,50,60,62,36,6,8,41,57,60,10,44,11,5,59,53,87,90,87,12,10,82,75,62,73,61,9,9,65,72,71,67,81,13,11,76,86,90,95,89,19,11,27,38,21,17,6,9,6,6,7,6,12,34,17,11,7,86,73,100,98,12,11,92,91,79,86,79,12,11,92,76,90,98,86,12,11,104,99,97,82,107,15,11,100,102,92,95,91,12,16,15,101,58,68,83,17,11,62,47,89,96,17,6,17,79,99,82,90,101,14,6,94,102,100,97,98,12,10,88,76,77,83,50,10,8,76,76,20,94,80,14,12,23,42,29,22,11,11,9
10:00,2,7,4,4,6,7,7,4,2,10,10,15,11,14,8,6,13,10,12,14,13,5,1,15,11,20,13,13,6,7,16,11,5,5,5,4,7,18,10,16,12,11,6,2,16,12,13,14,16,9,1,8,14,13,12,12,4,7,2,12,15,14,22,6,4,18,18,20,23,22,8,11,21,21,26,25,26,8,8,20,19,21,15,21,5,5,26,24,37,29,29,6,4,38,32,27,36,45,11,6,38,40,50,42,54,12,4,9,43,43,35,14,5,6,19,11,8,6,5,1,4,9,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,25,18,14,11,9,8,18,18,14,22,17,4,6,46,42,48,57,42,7,9,37,44,49,11,38,11,5,60,47,79,93,89,14,11,73,74,57,62,50,8,9,67,65,72,71,83,14,11,81,83,82,81,85,18,11,24,40,21,17,6,11,6,6,6,7,14,35,16,12,7,79,70,99,87,12,11,86,84,74,86,67,16,15,83,71,84,93,91,15,14,108,86,90,79,103,14,11,99,97,95,101,83,13,16,18,90,53,52,77,16,13,53,44,98,95,17,8,18,70,93,76,88,86,12,7,95,99,98,90,96,15,9,77,73,70,74,42,9,7,69,69,21,82,73,15,12,22,42,32,21,14,10,8
10:30,0,7,5,3,5,6,6,2,1,10,9,17,10,15,7,5,14,9,13,17,13,5,0,16,10,20,11,12,5,6,15,10,5,4,5,3,6,17,10,18,12,10,6,1,17,13,15,17,15,6,0,7,17,17,14,13,3,6,1,12,16,15,22,4,3,18,18,23,25,26,8,10,16,20,26,24,25,8,7,18,18,20,16,20,7,6,25,24,38,29,29,4,2,39,31,29,39,46,11,5,42,40,53,40,52,11,3,7,41,40,39,18,6,3,20,12,6,5,6,0,2,8,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,24,21,15,11,8,9,17,18,15,21,15,4,5,40,39,42,49,42,5,8,31,42,39,10,35,11,5,54,41,69,87,85,15,10,67,71,53,58,52,6,9,60,58,68,64,81,13,11,84,77,80,73,76,16,10,25,38,19,16,6,9,6,6,6,6,14,32,16,11,8,69,65,90,79,12,11,80,89,67,80,64,17,13,74,59,79,96,85,19,16,96,76,83,68,89,12,11,88,99,95,90,76,16,15,18,79,44,47,77,15,11,46,42,87,95,22,10,19,67,89,72,76,92,13,7,81,88,86,82,92,13,12,69,63,60,65,41,10,10,64,61,20,81,65,14,11,21,45,30,20,12,9,9
11:00,1,7,4,3,5,6,7,1,1,9,12,15,12,17,7,5,12,12,13,14,10,4,0,16,11,20,14,9,5,6,13,16,3,4,4,3,6,17,12,17,13,14,6,0,16,10,14,20,16,7,0,12,18,12,13,13,4,6,1,14,13,14,19,4,2,18,16,24,23,26,7,10,20,19,25,25,31,7,7,20,24,18,18,21,8,4,27,29,37,30,28,5,2,36,28,24,41,51,11,4,45,46,51,44,53,11,4,9,47,37,42,17,7,4,23,11,7,5,5,0,2,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,24,20,13,11,8,9,13,18,15,20,15,4,6,43,34,40,38,40,5,8,35,44,41,10,35,12,5,49,38,70,79,76,14,10,57,68,54,53,44,7,9,55,54,61,61,78,13,11,87,78,81,76,76,10,11,24,37,19,17,6,9,5,5,6,6,13,32,15,11,7,65,66,95,79,12,10,74,87,63,78,68,16,12,64,60,89,94,78,16,18,92,75,81,70,93,12,13,98,95,86,89,80,17,15,16,80,39,40,70,16,12,43,47,99,98,21,10,18,68,88,77,69,86,15,9,89,87,88,82,96,14,11,67,61,55,58,36,8,11,58,59,20,71,60,15,11,23,45,25,19,13,9,8
11:30,0,7,4,3,4,5,9,3,1,6,12,15,13,17,8,3,13,16,12,14,12,4,1,16,13,20,15,12,5,7,14,17,4,3,3,2,7,19,17,18,13,15,6,0,17,12,13,24,20,7,0,10,16,17,14,12,5,5,1,17,17,18,21,2,2,20,18,25,24,24,8,9,22,20,27,27,29,7,7,20,20,21,19,23,7,3,26,33,38,34,32,5,2,35,25,24,45,50,10,4,50,45,40,45,55,11,3,8,53,38,36,18,5,3,24,12,6,6,5,0,3,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,21,19,17,11,8,9,12,16,15,18,13,3,5,42,30,38,33,40,6,9,34,40,34,12,35,12,5,47,35,62,78,74,15,11,53,61,56,42,44,6,8,53,51,55,59,79,13,11,85,74,79,76,72,10,10,21,33,20,16,6,8,6,5,6,6,11,28,15,12,7,57,64,92,72,14,11,73,80,58,67,57,16,12,70,53,77,89,73,16,16,87,66,75,62,86,12,10,93,96,84,82,73,17,15,13,60,37,36,67,14,9,36,43,90,96,19,10,17,65,76,69,60,77,14,10,79,77,87,71,94,13,11,65,56,53,54,34,8,9,57,58,20,62,56,14,12,22,45,22,18,13,10,9
12:00,1,5,3,3,4,5,13,3,0,7,12,16,11,15,7,4,13,13,11,11,14,5,0,16,15,17,14,12,5,6,13,12,4,4,4,3,6,17,12,14,13,11,5,0,19,13,10,26,14,6,0,11,18,14,11,14,5,6,2,13,14,15,19,3,3,19,20,23,26,26,8,6,20,25,23,22,26,8,3,22,21,22,17,21,5,2,27,32,40,33,33,4,3,33,26,23,47,53,10,4,46,45,40,43,46,11,4,9,55,41,35,17,6,3,22,11,6,6,4,0,2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,20,18,15,11,8,10,13,15,14,16,15,4,6,41,28,33,26,36,6,8,28,36,29,12,30,11,5,45,34,60,71,72,14,9,44,60,53,39,46,7,8,47,48,52,57,72,12,8,83,70,74,72,66,10,10,20,32,16,16,6,8,5,6,5,6,12,25,15,10,7,49,58,83,66,15,7,69,81,56,63,51,15,13,59,51,73,89,76,17,17,76,62,68,56,71,12,8,88,90,77,76,67,17,14,13,57,34,32,67,16,7,31,42,90,97,18,11,16,59,72,63,53,62,16,10,66,75,82,68,91,13,11,58,49,50,47,33,7,8,58,48,20,61,44,14,11,19,42,21,17,12,9,8
12:30,1,3,4,3,6,5,14,4,1,12,10,17,11,17,9,1,12,14,11,14,14,5,0,18,17,19,14,12,6,5,13,12,5,5,5,3,5,19,12,16,13,13,7,0,16,16,14,21,17,8,0,11,17,14,14,16,7,6,2,13,13,15,19,3,4,20,20,25,27,27,9,6,22,26,23,22,24,8,5,22,22,22,19,22,6,6,27,34,40,38,35,6,2,36,28,24,47,55,10,4,53,42,42,43,45,12,3,11,51,42,39,14,7,1,27,13,8,6,6,0,3,7,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,19,16,14,8,9,9,17,15,14,15,15,3,5,38,27,27,25,37,7,7,26,29,24,11,25,10,4,49,33,52,68,65,14,8,44,46,48,34,41,5,6,46,44,47,57,71,13,8,79,67,73,66,58,10,9,19,31,12,17,5,5,6,6,6,5,12,18,15,7,7,44,58,82,58,16,5,64,82,53,56,47,14,9,55,52,71,85,73,16,9,67,57,60,54,68,12,7,86,86,65,70,56,16,12,13,45,33,31,66,16,5,28,35,85,94,14,10,13,57,70,59,53,50,14,11,63,66,74,65,92,12,11,46,49,44,39,29,7,8,50,42,19,56,29,14,10,18,42,21,17,13,10,7
