,2025-03-24,2025-03-25,2025-03-26,2025-03-27,2025-03-28,2025-03-29,2025-03-30,2025-03-31,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04
12:30,,1.1602333333333334,8.195166666666667,4.467433333333333,0.5347666666666666,2.9269000000000003,3.277133333333333,6.8684666666666665,1.3679999999999999,1.0242666666666667,0.7869333333333334,,4.171433333333334,8.1688,8.014833333333334,6.737833333333333,7.272966666666666,1.3895666666666666,1.5131333333333332,7.5662666666666665,7.684033333333333,1.0587,7.553933333333333,0.7096333333333333,7.091166666666666,6.317833333333334,3.8592333333333335,6.755666666666667,6.271566666666667,1.5531666666666666,6.194366666666666,2.4823333333333335,5.6977,6.164433333333333,2.4767333333333337,,,6.098366666666666,5.662433333333333,7.424933333333333,6.9921999999999995,6.7334000000000005,7.1842999999999995,5.3032,1.4580333333333333,5.0723666666666665,1.2824666666666666,7.387466666666667,4.122533333333333,3.9116,1.4978333333333333,7.0327,3.564233333333333,7.473833333333333,1.7823666666666669
13:00,,1.5270666666666666,8.083166666666667,6.792,0.44293333333333335,3.639533333333333,5.692266666666667,9.153566666666666,1.3867333333333332,1.4083333333333334,1.2061333333333333,,5.853899999999999,7.867666666666667,7.8011333333333335,4.9378,6.771966666666667,1.9804,1.3959333333333332,6.607833333333334,7.193666666666667,1.2833333333333334,5.860566666666667,0.9467,7.422366666666666,7.3706,5.402533333333333,6.869266666666666,6.734533333333333,1.1961333333333333,4.6585,2.4959333333333333,3.5781,6.780600000000001,2.0936666666666666,,,4.645533333333334,3.105233333333333,5.102133333333333,3.058466666666667,7.253,6.6113333333333335,6.0302999999999995,1.3772333333333333,5.528966666666666,2.7635,6.866233333333333,5.1443,6.363066666666667,1.6707333333333334,6.2494,5.216666666666667,7.5682,2.428625
13:30,,1.7372,7.767333333333334,7.0238,0.39396666666666663,2.209166666666667,2.033933333333333,4.095933333333333,0.9159,2.038333333333333,1.4007,,6.1832666666666665,7.4017,7.385233333333333,5.769866666666667,6.703233333333333,1.3668,1.3643666666666665,6.648833333333333,7.1805666666666665,1.5344666666666666,5.3105,1.7898,6.9748,6.998900000000001,4.2101,7.614633333333333,7.887833333333333,1.6429,4.781833333333334,2.2965333333333335,6.141933333333333,7.338166666666667,3.0810999999999997,,,2.5032,4.333166666666667,3.6553,2.945533333333333,3.8467333333333333,6.215599999999999,6.783566666666667,1.0492,4.8853333333333335,1.8619999999999999,5.959766666666667,4.7314,5.313833333333333,1.3948,6.6353,5.674433333333334,7.154466666666667,
14:00,,1.7799333333333334,7.257633333333334,6.433166666666667,0.8206666666666667,2.3163,3.5625333333333336,7.474,1.3241666666666667,1.4593333333333334,0.8116666666666668,,6.053,6.9105,6.7577,7.5089,4.868333333333334,1.9967000000000001,0.40436666666666665,4.815533333333334,6.7151000000000005,2.6738333333333335,6.588366666666667,1.1096333333333335,6.234166666666667,6.577366666666666,4.1695,7.029766666666666,4.561533333333333,1.1271666666666667,3.8857666666666666,2.1084,7.0489,4.9196333333333335,5.811433333333333,,,7.1703,5.242933333333334,2.3497666666666666,4.486266666666666,3.459366666666667,5.122566666666667,5.478533333333333,0.8456333333333333,6.275366666666667,0.3752333333333333,5.390199999999999,3.383666666666667,6.684566666666667,0.8223,6.265833333333333,6.332400000000001,6.681766666666666,
14:30,,1.9978333333333333,6.384933333333334,5.773366666666666,0.8521,2.0615666666666668,5.7283333333333335,7.171966666666666,0.9670666666666666,0.8643,0.6975,,2.8819,6.283166666666667,6.092233333333334,6.218466666666667,5.852566666666666,1.6927999999999999,0.14853333333333335,5.2061,6.186933333333333,5.690166666666666,5.525266666666667,0.47753333333333337,6.2546,6.0738666666666665,3.6232666666666664,5.088533333333333,4.838666666666667,0.426,4.807966666666667,1.3268,4.3039,4.098433333333333,2.8263666666666665,,,3.4084999999999996,5.139333333333334,4.9055,2.3351666666666664,2.9886666666666666,5.851133333333333,5.5541,0.5773333333333334,5.222733333333333,0.21246666666666666,6.466433333333333,2.3707333333333334,5.9491,0.5975333333333332,5.536066666666667,5.639633333333333,6.154066666666667,
15:00,,1.7902666666666667,5.7565333333333335,4.404133333333333,1.2616666666666667,1.4934,3.328533333333333,6.782366666666666,0.5531,0.8679333333333333,0.7045,,5.2603333333333335,5.1083,5.143866666666667,2.6289333333333333,3.9010666666666665,2.0166999999999997,0.07126666666666666,4.413766666666667,5.067066666666666,4.3558,5.2017,0.6345333333333334,4.641466666666667,5.402433333333334,1.2655,3.515,3.908166666666667,0.21723333333333333,3.436166666666667,1.6167666666666667,2.289266666666667,2.564433333333333,2.341066666666667,,,0.8501333333333334,2.7735666666666665,4.987933333333333,2.7955666666666668,3.8940333333333332,5.096500000000001,3.3250333333333333,0.5037333333333334,5.032533333333333,0.02643333333333333,5.5822,1.4005,5.312,0.44206666666666666,4.957966666666667,4.124066666666667,4.700166666666666,
15:30,,1.9228666666666667,4.780366666666667,3.0106666666666664,1.5614333333333332,1.0975,3.5690000000000004,3.516633333333333,0.7384333333333333,0.7323666666666667,0.8432333333333334,,3.481333333333333,4.573033333333333,3.533866666666667,1.9406666666666665,2.0873,1.2474666666666667,0.038900000000000004,4.507333333333333,4.786533333333334,5.0941,3.7952999999999997,1.043,4.418166666666667,4.6054,0.20946666666666666,4.8046,4.732366666666667,0.2316,4.7113,1.0771000000000002,2.9629666666666665,2.3488666666666664,1.9751333333333332,,,2.3596,4.3185,4.158399999999999,4.251,2.6798,3.3177333333333334,0.8802,0.4270333333333333,4.1618,0.07166666666666667,4.525866666666667,1.0639,4.5536,0.4638,4.135633333333334,1.2043666666666666,4.680433333333334,
16:00,,1.4658000000000002,3.7329999999999997,1.6355666666666666,1.1804,1.1112666666666666,3.9679333333333333,3.0300000000000002,0.6104666666666667,0.6046999999999999,0.6430333333333333,,3.4793999999999996,2.1194333333333333,3.5200666666666667,4.024066666666666,2.0054666666666665,1.1031,0.035166666666666666,3.444866666666667,3.9937,3.6576,2.1990666666666665,0.9811,4.059466666666667,3.2109,0.0165,4.083666666666667,3.6241,0.14843333333333333,2.7917666666666667,0.6479,3.6877666666666666,1.4469666666666667,2.0163,,,1.3403666666666667,2.8352333333333335,3.7033666666666667,4.075466666666666,1.7464666666666666,3.0219666666666667,1.6607333333333334,0.29313333333333336,2.903033333333333,0.2081,3.4394333333333336,1.5800666666666667,3.3588,0.34523333333333334,3.2737333333333334,1.0321666666666667,3.7321999999999997,
16:30,,1.2776333333333334,2.5476,1.1301999999999999,1.1699666666666668,0.9818,2.7167666666666666,2.802,0.46140000000000003,0.1758,0.3000666666666667,,1.8384666666666665,2.3573999999999997,3.068366666666667,1.9921666666666666,1.6501333333333332,0.5662666666666667,0.010266666666666667,2.3374333333333337,3.081933333333333,3.0899333333333336,2.3131666666666666,0.7128333333333333,3.318566666666667,2.4099999999999997,0.2755666666666666,1.9810666666666668,2.418133333333333,0.193,1.8477,0.35386666666666666,2.842966666666667,1.6679333333333333,1.1429666666666667,,,2.2778666666666667,0.7469666666666667,1.7466333333333333,2.3625333333333334,0.752,2.2312333333333334,0.6039666666666667,0.14049999999999999,0.20253333333333332,0.9595333333333333,2.1623666666666663,1.3331666666666668,1.8164333333333331,0.10836666666666667,1.3635,1.7215666666666667,2.0532,
17:00,,0.8881333333333333,1.2064,0.5119666666666667,0.6371,0.422,0.5673333333333334,1.5143,0.16456666666666667,0.2573666666666667,0.21953333333333333,,1.1127666666666667,1.8387666666666669,1.8438,0.972,1.0339,0.8956999999999999,0.0,1.1122666666666667,2.0963000000000003,1.6787333333333334,1.7396333333333334,0.46366666666666667,2.1443,2.0408333333333335,0.9445666666666667,0.5953333333333333,2.428833333333333,0.1261,1.4701,0.1499,2.075,0.9039666666666667,1.2155999999999998,,,1.6327,0.9063,1.6159333333333334,1.6711666666666667,0.5296333333333333,1.7390333333333332,0.8026,0.05446666666666667,0.05793333333333333,0.7728333333333333,1.5721666666666667,1.6043666666666667,0.9747666666666667,0.09413333333333333,0.9519333333333333,1.6975333333333333,1.5092333333333334,
17:30,,0.39453333333333335,0.18483333333333332,0.12823333333333334,0.19156666666666666,0.17220000000000002,0.2243,0.31120000000000003,0.033133333333333334,0.11743333333333333,0.15006666666666665,,0.5259333333333334,0.6533666666666667,0.9573,0.9416,0.7628,0.5069,0.0,1.0480333333333334,1.1453666666666666,1.3176333333333332,0.9606333333333333,0.20423333333333332,1.3596333333333335,0.8648,0.7054333333333334,0.5199,0.9949,0.11763333333333333,0.3305,0.08386666666666667,0.43223333333333336,0.4878,0.5919333333333333,,,0.5469666666666666,0.8753,0.44453333333333334,0.4809333333333333,0.6107666666666667,0.7021999999999999,0.44893333333333335,0.014433333333333331,0.07390000000000001,0.31183333333333335,0.3481666666666667,0.43856666666666666,0.2848,0.1133,0.3814,0.5158666666666666,0.2988,
18:00,,0.031933333333333334,0.026899999999999997,0.0124,0.0,0.024666666666666667,0.0355,0.06699999999999999,0.0,0.0031666666666666666,0.1341,,0.14049999999999999,0.1994,0.34323333333333333,0.3595,0.4934,0.14456666666666665,0.0,0.6202333333333333,0.43326666666666663,0.6223666666666666,0.40663333333333335,0.04323333333333333,0.6302,0.43783333333333335,0.2711,0.2369,0.38393333333333335,0.01583333333333333,0.16226666666666667,0.17273333333333332,0.1995333333333333,0.24026666666666668,0.21593333333333334,,,0.18196666666666667,0.3568,0.3315,0.16966666666666666,0.3584333333333333,0.27116666666666667,0.05616666666666667,0.0,0.03706666666666667,0.22780000000000003,0.063,0.12283333333333334,0.0788,0.004166666666666667,0.1548,0.09536666666666667,0.04586666666666666,
