,2025-03-24,2025-03-25,2025-03-26,2025-03-27,2025-03-28,2025-03-29,2025-03-30,2025-03-31,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04
00:30,,-0.04,-0.04,-0.05,-0.04,-0.04,-0.04133333333333333,-0.04178571428571428,-0.05,-0.048666666666666664,-0.04,-0.03866666666666666,-0.04,-0.04,-0.050333333333333334,-0.04,-0.034666666666666665,-0.030666666666666665,-0.03233333333333333,-0.030666666666666665,-0.029999999999999995,-0.02,-0.008666666666666666,-0.029999999999999995,-0.007,-0.01,-0.007,-0.01,-0.02033333333333333,-0.025333333333333333,-0.02142857142857143,-0.01,-0.019000000000000003,-0.011000000000000001,-0.010333333333333333,-0.017,,-0.011666666666666667,-0.01,-0.016,-0.010333333333333333,-0.017666666666666667,-0.02,-0.01,-0.01,-0.010666666666666666,-0.001,-0.010666666666666666,-0.02,-0.02,-0.011000000000000001,-0.01,0.0,-0.009666666666666665,-0.02266666666666667
01:00,,-0.04,-0.04,-0.049666666666666665,-0.04,-0.04,-0.04133333333333333,-0.04066666666666666,-0.049,-0.04800000000000001,-0.04,-0.038000000000000006,-0.04,-0.04,-0.05,-0.04,-0.034666666666666665,-0.03033333333333333,-0.030999999999999996,-0.030999999999999996,-0.029999999999999995,-0.020666666666666667,-0.005666666666666667,-0.029999999999999995,-0.008333333333333333,-0.010333333333333333,-0.009000000000000001,-0.01,-0.021,-0.023666666666666666,-0.021,-0.01,-0.018666666666666668,-0.013000000000000001,-0.011000000000000001,-0.019666666666666666,,-0.015000000000000001,-0.010666666666666666,-0.019666666666666666,-0.010666666666666666,-0.016666666666666666,-0.02,-0.01,-0.01,-0.011333333333333334,-0.0033333333333333335,-0.015333333333333334,-0.02,-0.02,-0.011666666666666665,-0.01,0.0,-0.01,-0.028333333333333332
01:30,,-0.04,-0.04,-0.05,-0.04,-0.04,-0.042333333333333334,-0.04133333333333333,-0.049666666666666665,-0.04466666666666667,-0.04,-0.036000000000000004,-0.04,-0.04,-0.05,-0.04,-0.034666666666666665,-0.03033333333333333,-0.03033333333333333,-0.03033333333333333,-0.029999999999999995,-0.020666666666666667,-0.007666666666666667,-0.029999999999999995,-0.008333333333333333,-0.01,-0.006666666666666667,-0.01,-0.025333333333333333,-0.024666666666666667,-0.022333333333333334,-0.01,-0.019000000000000003,-0.013000000000000001,-0.01633333333333333,-0.02,,-0.018000000000000002,-0.010666666666666666,-0.019666666666666666,-0.014666666666666666,-0.019333333333333334,-0.02,-0.01,-0.01,-0.011000000000000001,-0.005,-0.014333333333333333,-0.02033333333333333,-0.02,-0.018000000000000002,-0.01,0.0,-0.01,-0.029666666666666668
02:00,,-0.04,-0.04,-0.045000000000000005,-0.04,-0.04,-0.042666666666666665,-0.041,-0.049666666666666665,-0.042333333333333334,-0.03966666666666666,-0.035333333333333335,-0.04,-0.04,-0.05,-0.04,-0.034666666666666665,-0.030999999999999996,-0.030999999999999996,-0.030666666666666665,-0.029999999999999995,-0.022333333333333334,-0.009666666666666665,-0.029999999999999995,-0.009333333333333334,-0.013333333333333334,-0.007333333333333333,-0.01,-0.027,-0.026666666666666665,-0.021333333333333333,-0.01,-0.02,-0.012,-0.017,-0.02,,-0.019000000000000003,-0.01566666666666667,-0.02,-0.016666666666666666,-0.02,-0.02,-0.01,-0.01,-0.011666666666666665,-0.005,-0.015000000000000001,-0.02,-0.02,-0.019000000000000003,-0.01,0.0,-0.01,-0.029
02:30,,-0.04,-0.04,-0.04833333333333334,-0.04,-0.04033333333333333,-0.043666666666666666,-0.04,-0.049,-0.04066666666666666,-0.03833333333333333,-0.036000000000000004,-0.04,-0.04,-0.05,-0.04,-0.03666666666666667,-0.03133333333333333,-0.03033333333333333,-0.030666666666666665,-0.029999999999999995,-0.02333333333333333,-0.01,-0.029999999999999995,-0.01,-0.01633333333333333,-0.008,-0.01,-0.029666666666666668,-0.028333333333333332,-0.024,-0.010333333333333333,-0.02,-0.012666666666666666,-0.017666666666666667,-0.02,-0.02,-0.02,-0.017333333333333333,-0.02,-0.019333333333333334,-0.02,-0.020666666666666667,-0.011000000000000001,-0.01,-0.010666666666666666,-0.005333333333333333,-0.018333333333333333,-0.02033333333333333,-0.02033333333333333,-0.02,-0.01,0.0,-0.01,-0.029999999999999995
03:00,,-0.04,-0.04,-0.04833333333333334,-0.04,-0.04,-0.04033333333333333,-0.041666666666666664,-0.04933333333333333,-0.04066666666666666,-0.03966666666666666,-0.035666666666666666,-0.04,-0.04,-0.05,-0.04,-0.039,-0.030999999999999996,-0.030999999999999996,-0.029999999999999995,-0.029999999999999995,-0.025333333333333333,-0.01,-0.029999999999999995,-0.01,-0.018333333333333333,-0.007,-0.01,-0.028666666666666667,-0.028,-0.021333333333333333,-0.01,-0.02,-0.014666666666666666,-0.02,,,-0.019666666666666666,-0.018000000000000002,-0.02,-0.019666666666666666,-0.02,-0.021,-0.010333333333333333,-0.01,-0.011333333333333334,-0.009000000000000001,-0.018333333333333333,-0.020666666666666667,-0.02,-0.02,-0.01,-0.0006666666666666666,-0.010666666666666666,-0.029999999999999995
03:30,,-0.04,-0.04,-0.04466666666666667,-0.04,-0.04,-0.04,-0.041666666666666664,-0.04833333333333334,-0.04033333333333333,-0.03866666666666666,-0.034666666666666665,-0.04,-0.04,-0.05,-0.04,-0.036000000000000004,-0.03333333333333333,-0.032,-0.03033333333333333,-0.029999999999999995,-0.027666666666666666,-0.01,-0.029999999999999995,-0.01,-0.017333333333333333,-0.009666666666666665,-0.01,-0.029999999999999995,-0.028,-0.02333333333333333,-0.010333333333333333,-0.02,-0.018666666666666668,-0.019666666666666666,,,-0.02,-0.01933333333333333,-0.02,-0.019666666666666666,-0.02,-0.021,-0.011000000000000001,-0.01,-0.012,-0.008666666666666666,-0.019666666666666666,-0.021,-0.02,-0.02,-0.01,-0.0016666666666666668,-0.011333333333333334,-0.029999999999999995
04:00,,-0.04,-0.04,-0.043333333333333335,-0.04,-0.04033333333333333,-0.04033333333333333,-0.041666666666666664,-0.049,-0.04,-0.03933333333333333,-0.034666666666666665,-0.04,-0.04,-0.05,-0.04,-0.037333333333333336,-0.03266666666666666,-0.03266666666666666,-0.030666666666666665,-0.029999999999999995,-0.028666666666666667,-0.01,-0.029999999999999995,-0.01,-0.019000000000000003,-0.009333333333333334,-0.01,-0.029999999999999995,-0.029666666666666668,-0.025,-0.010333333333333333,-0.02,-0.019666666666666666,-0.01933333333333333,,,-0.02,-0.019666666666666666,-0.02,-0.02,-0.02033333333333333,-0.02,-0.012666666666666666,-0.01,-0.010666666666666666,-0.01,-0.019666666666666666,-0.022333333333333334,-0.021,-0.02,-0.01,-0.004333333333333333,-0.011333333333333334,-0.029999999999999995
04:30,,-0.04,-0.04,-0.043333333333333335,-0.04,-0.04,-0.04,-0.042666666666666665,-0.05,-0.04,-0.03966666666666666,-0.032,-0.04,-0.04,-0.050333333333333334,-0.04,-0.037333333333333336,-0.035333333333333335,-0.034666666666666665,-0.03133333333333333,-0.029999999999999995,-0.027,-0.01,-0.029999999999999995,-0.01,-0.019333333333333334,-0.009000000000000001,-0.010666666666666666,-0.029999999999999995,-0.029999999999999995,-0.024,-0.010333333333333333,-0.02,-0.017333333333333333,-0.019666666666666666,,,-0.02,-0.02,-0.02033333333333333,-0.02,-0.020666666666666667,-0.020666666666666667,-0.014000000000000002,-0.01,-0.011000000000000001,-0.01,-0.019333333333333334,-0.026000000000000002,-0.02,-0.02,-0.01,-0.006333333333333333,-0.01566666666666667,-0.029999999999999995
05:00,,-0.04,-0.04,-0.041,-0.04,-0.04,-0.04,-0.042333333333333334,-0.05,-0.04,-0.038000000000000006,-0.03333333333333333,-0.04,-0.04,-0.05,-0.04,-0.035,-0.035666666666666666,-0.03333333333333333,-0.03166666666666666,-0.029999999999999995,-0.029333333333333333,-0.01,-0.029999999999999995,-0.01,-0.02,-0.009666666666666665,-0.010666666666666666,-0.029999999999999995,-0.029333333333333333,-0.022000000000000002,-0.010333333333333333,-0.019666666666666666,-0.016666666666666666,-0.02,,,-0.02,-0.02,-0.02,-0.02,-0.02033333333333333,-0.020666666666666667,-0.012333333333333333,-0.01,-0.010666666666666666,-0.01,-0.019666666666666666,-0.02266666666666667,-0.02033333333333333,-0.02,-0.01,-0.008,-0.017,-0.029999999999999995
