,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19,2025-08-20,2025-08-21,2025-08-22,2025-08-23,2025-08-24,2025-08-25,2025-08-26,2025-08-27,2025-08-28,2025-08-29,2025-08-30,2025-08-31,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28,2025-09-29,2025-09-30,2025-10-01,2025-10-02,2025-10-03,2025-10-06,2025-10-07,2025-10-08,2025-10-09
00:30,,0.02,0.02,0.02,0.02,0.019666666666666666,0.019999999999999997,0.02,0.02,0.019666666666666666,0.018000000000000002,0.02,0.02,0.02,0.010666666666666666,0.013666666666666667,0.018666666666666668,0.02,0.02,0.02,0.019999999999999997,0.02,0.02,0.02,0.02,0.01933333333333333,0.02,0.019642857142857146,0.013666666666666667,0.01,0.01,0.01,0.01,0.01,0.010714285714285714,0.01,0.01,0.01,0.019666666666666666,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019999999999999997,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.011666666666666665,0.017666666666666667,0.02,0.02,0.017857142857142856,0.02,0.02,0.02,0.02,0.02,0.02,0.019999999999999997,0.02,0.015000000000000001,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019999999999999997,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
01:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01933333333333333,0.02,0.02,0.019666666666666666,0.013333333333333334,0.013666666666666667,0.018666666666666668,0.019000000000000003,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019666666666666666,0.02,0.016666666666666666,0.013000000000000001,0.01,0.01,0.01,0.01,0.01,0.015000000000000001,0.01,0.01,0.01,0.016,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.012333333333333333,0.015000000000000001,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018000000000000002,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
01:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018000000000000002,0.02,0.02,0.02,0.012,0.013666666666666667,0.017666666666666667,0.01933333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018666666666666668,0.02,0.01566666666666667,0.017333333333333333,0.01,0.01,0.01,0.010333333333333333,0.010333333333333333,0.014,0.010666666666666666,0.01,0.01,0.01633333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.014333333333333333,0.019000000000000003,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019666666666666666,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
02:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.016666666666666666,0.02,0.02,0.02,0.016,0.011000000000000001,0.018000000000000002,0.019666666666666666,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.015333333333333334,0.016666666666666666,0.01,0.01,0.01,0.01,0.011000000000000001,0.016,0.01,0.012,0.01,0.017666666666666667,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.016,0.017666666666666667,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
02:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.017666666666666667,0.02,0.02,0.02,0.013000000000000001,0.012333333333333333,0.018000000000000002,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.015333333333333334,0.018000000000000002,0.01,0.01,0.010333333333333333,0.01,0.010333333333333333,0.01633333333333333,0.012,0.011000000000000001,0.01,0.018333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.015000000000000001,0.018333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019666666666666666,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
03:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018666666666666668,0.02,0.02,0.02,0.014666666666666666,0.012666666666666666,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.017333333333333333,0.017666666666666667,0.010333333333333333,0.01,0.01,0.01,0.010333333333333333,0.013000000000000001,0.015333333333333334,0.010333333333333333,0.010333333333333333,0.017666666666666667,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.014333333333333333,0.018333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
03:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018666666666666668,0.02,0.02,0.02,0.015333333333333334,0.016666666666666666,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018000000000000002,0.016666666666666666,0.011666666666666665,0.01,0.01,0.01,0.01,0.014000000000000002,0.014,0.01,0.01,0.018333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018666666666666668,0.016,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
04:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01933333333333333,0.02,0.02,0.02,0.014333333333333333,0.011333333333333334,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.017666666666666667,0.014666666666666666,0.01,0.01,0.01,0.01,0.01,0.013000000000000001,0.010666666666666666,0.010333333333333333,0.01,0.014666666666666666,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.013666666666666667,0.017,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019666666666666666,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
04:30,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018333333333333333,0.02,0.02,0.02,0.01633333333333333,0.011666666666666665,0.018000000000000002,0.019666666666666666,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018666666666666668,0.01566666666666667,0.01,0.01,0.010333333333333333,0.01,0.01,0.011666666666666665,0.011666666666666665,0.011333333333333334,0.01,0.019000000000000003,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01933333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.015000000000000001,0.018000000000000002,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
05:00,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019000000000000003,0.02,0.02,0.02,0.017333333333333333,0.011000000000000001,0.018333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019666666666666666,0.02,0.019666666666666666,0.018333333333333333,0.011000000000000001,0.01,0.01,0.01,0.01,0.011666666666666665,0.014,0.011333333333333334,0.010333333333333333,0.017333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01633333333333333,0.017333333333333333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
