,2025-03-24,2025-03-31,2025-04-05,2025-04-15,2025-04-17,2025-04-19,2025-04-20,2025-04-21,2025-04-22,2025-04-27,2025-05-05,2025-05-06,2025-05-12,2025-05-29,2025-06-02,2025-06-04,2025-06-17,2025-06-20,2025-06-25,2025-06-30,2025-07-01,2025-07-05,2025-07-07,2025-07-14,2025-07-15,2025-07-17,2025-08-07,2025-08-08,2025-08-09,2025-08-11,2025-08-12,2025-08-18,2025-08-23,2025-09-01,2025-09-02,2025-09-07,2025-09-08
00:30,,0.0,0.0,0.0,0.0,0.0,-0.01,-0.0067857142857142855,-0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,-0.0010714285714285715,-0.004666666666666667,-0.02,-0.016666666666666666,-0.019666666666666666,-0.010357142857142856,-0.01933333333333333,-0.011666666666666667,-0.011428571428571429,-0.019642857142857146,-0.02,-0.02,-0.019666666666666666,-0.018333333333333333,-0.019666666666666666,-0.011428571428571429,-0.019666666666666666,-0.017142857142857144,-0.010666666666666666,-0.02,-0.02,-0.014,-0.02
01:00,,0.0,0.0,0.0,0.0,0.0,-0.01,-0.0026666666666666666,-0.0013333333333333333,0.0,,,0.0,-0.0003333333333333333,-0.001,-0.009333333333333334,-0.02,-0.017666666666666667,-0.02,-0.011333333333333334,-0.019666666666666666,-0.010333333333333333,-0.013333333333333334,-0.019666666666666666,-0.02,-0.02,-0.018333333333333333,-0.018000000000000002,-0.018000000000000002,-0.010666666666666666,-0.02,-0.018620689655172416,-0.011000000000000001,-0.02,-0.02,-0.013666666666666667,-0.02
01:30,,0.0,0.0,0.0,0.0,0.0,-0.009000000000000001,-0.0026666666666666666,-0.0023333333333333335,0.0,,,0.0,-0.0006666666666666666,-0.0003333333333333333,-0.01,-0.019000000000000003,-0.019000000000000003,-0.019666666666666666,-0.012,-0.02,-0.010333333333333333,-0.011000000000000001,-0.019666666666666666,-0.02,-0.02,-0.017333333333333333,-0.019666666666666666,-0.017666666666666667,-0.012333333333333333,-0.019666666666666666,-0.019666666666666666,-0.01,-0.02,-0.02,-0.01633333333333333,-0.02
02:00,,0.0,0.0,0.0,0.0,0.0,-0.006666666666666667,0.0,-0.0003333333333333333,0.0,,,-0.0006666666666666666,-0.001,-0.0006666666666666666,-0.01,-0.01633333333333333,-0.019666666666666666,-0.02,-0.012333333333333333,-0.019666666666666666,-0.011666666666666665,-0.011000000000000001,-0.019666666666666666,-0.02,-0.02,-0.019666666666666666,-0.02,-0.017333333333333333,-0.011666666666666667,-0.02,-0.02,-0.010333333333333333,-0.02,-0.02,-0.015333333333333334,-0.02
02:30,,0.0,0.0,0.0,0.0,0.0,-0.009666666666666665,-0.0006666666666666666,0.0,0.0,,,-0.0003333333333333333,-0.004333333333333333,0.0,-0.009000000000000001,-0.013333333333333334,-0.019333333333333334,-0.02,-0.017,-0.01933333333333333,-0.010666666666666666,-0.011333333333333334,-0.02,-0.02,-0.02,-0.02,-0.02,-0.014333333333333333,-0.014666666666666666,-0.019666666666666666,-0.02,-0.010333333333333333,-0.02,-0.02,-0.015333333333333334,-0.02033333333333333
03:00,,0.0,0.0,0.0,0.0,0.0,-0.01,-0.0003333333333333333,-0.0003333333333333333,0.0,,,-0.0013333333333333333,-0.008666666666666666,0.0,-0.009666666666666665,-0.010333333333333333,-0.02,-0.019666666666666666,-0.016666666666666666,-0.019000000000000003,-0.011333333333333334,-0.010666666666666666,-0.02,-0.02,-0.02,-0.019000000000000003,-0.02,-0.015333333333333334,-0.013666666666666667,-0.019666666666666666,-0.02,-0.010333333333333333,-0.02,-0.02,-0.014333333333333333,-0.02
03:30,,0.0,0.0,0.0,0.0,0.0,-0.009666666666666665,0.0,0.0,0.0,,,0.0,-0.006666666666666667,-0.0023333333333333335,-0.009333333333333334,-0.01,-0.019333333333333334,-0.019666666666666666,-0.014,-0.019666666666666666,-0.011000000000000001,-0.013333333333333334,-0.019666666666666666,-0.02,-0.02,-0.02,-0.02,-0.014666666666666666,-0.013333333333333334,-0.02,-0.02,-0.010666666666666666,-0.02,-0.02,-0.016666666666666666,-0.02
04:00,,0.0,0.0,0.0,0.0,0.0,-0.009666666666666665,-0.0003333333333333333,-0.0006666666666666666,0.0,,,0.0,-0.0026666666666666666,-0.0006666666666666666,-0.009666666666666665,-0.01,-0.02,-0.019000000000000003,-0.017333333333333333,-0.019666666666666666,-0.010333333333333333,-0.014666666666666666,-0.018333333333333333,-0.02,-0.02,-0.02,-0.02,-0.017666666666666667,-0.016,-0.02,-0.02,-0.011000000000000001,-0.02,-0.02,-0.018333333333333333,-0.02
04:30,,0.0,0.0,0.0,0.0,0.0,-0.01,-0.0023333333333333335,-0.0006666666666666666,0.0,,,0.0,-0.001,-0.0006666666666666666,-0.009000000000000001,-0.01,-0.018333333333333333,-0.013666666666666667,-0.014333333333333333,-0.019666666666666666,-0.010333333333333333,-0.011333333333333334,-0.017333333333333333,-0.02,-0.02,-0.02,-0.02,-0.019000000000000003,-0.017666666666666667,-0.02,-0.02,-0.01566666666666667,-0.02,-0.02,-0.018333333333333333,-0.02
05:00,,0.0,0.0,0.0,0.0,0.0,-0.01,-0.0026666666666666666,-0.0003333333333333333,0.0,,,0.0,-0.001,-0.0016666666666666668,-0.01,-0.009666666666666665,-0.017666666666666667,-0.011000000000000001,-0.017333333333333333,-0.02,-0.011333333333333334,-0.014000000000000002,-0.018000000000000002,-0.02,-0.02,-0.019666666666666666,-0.019666666666666666,-0.018666666666666668,-0.016,-0.02,-0.02,-0.012333333333333333,-0.02,-0.02,-0.01566666666666667,-0.02
