,2025-03-24,2025-03-25,2025-03-26,2025-03-27,2025-03-28,2025-03-29,2025-03-30,2025-03-31,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-19,2025-04-20,2025-04-21,2025-04-22,2025-04-23,2025-04-24,2025-04-25,2025-04-26,2025-04-27,2025-04-28,2025-04-29,2025-04-30,2025-05-01,2025-05-02,2025-05-03,2025-05-04,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-10,2025-05-11,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-17,2025-05-18,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-24,2025-05-25,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30,2025-05-31,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26
00:30,0.0,0.0,0.0,0.0,0.0,0.0,-0.10533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010666666666666666,-0.029999999999999995,-0.02,-0.009333333333333334,0.0,0.0,-0.017666666666666667,0.0,0.0,-0.03,-0.009666666666666665,0.0,0.0,-0.013666666666666667,-0.005333333333333333,-0.026000000000000002,-0.03,-0.03,0.0,-0.0033333333333333335,-0.01633333333333333,-0.029999999999999995,-0.029,-0.03,-0.022333333333333334,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.045714285714285714,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.18133333333333332,-0.03,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.02,-0.21214285714285716,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.03,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.04,-0.03766666666666667,-0.05999999999999999,-0.05366666666666667,-0.04933333333333333,-0.059666666666666666,-0.04033333333333333,-0.041,-0.05999999999999999,-0.05999999999999999,-0.06766666666666668,-0.051666666666666666,-0.06,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.054000000000000006,-0.03333333333333333,-0.029999999999999995,-0.1682142857142857,-0.05,-0.050666666666666665,-0.054000000000000006,-0.05466666666666667,-0.05999999999999999,-0.05999999999999999,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009666666666666665,-0.029999999999999995,-0.018666666666666668,-0.004333333333333333,0.0,0.0,-0.01,0.0,0.0,-0.029999999999999995,-0.007666666666666667,0.0,0.0,-0.01,-0.0006666666666666666,-0.02,,,0.0,0.0,-0.01,-0.029999999999999995,-0.024,-0.029999999999999995,-0.02033333333333333,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.042333333333333334,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.01,-0.029999999999999995,-0.029999999999999995,-0.06199999999999999,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.02,-0.01,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.16999999999999998,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.04,-0.039,-0.059333333333333335,-0.050666666666666665,-0.04766666666666667,-0.05999999999999999,-0.04,-0.041,-0.05999999999999999,-0.05999999999999999,-0.063,-0.05,-0.05999999999999999,-0.06966666666666668,-0.07,-0.07,-0.07,-0.07,-0.06933333333333333,-0.07,-0.07,-0.07,-0.07,-0.052000000000000005,-0.037000000000000005,-0.029999999999999995,-0.04,-0.050333333333333334,-0.05,-0.050666666666666665,-0.05433333333333334,-0.05999999999999999,-0.05999999999999999,,-0.07,-0.07,-0.07,-0.07,-0.07
01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004333333333333333,-0.029999999999999995,-0.011000000000000001,0.0,0.0,0.0,-0.009333333333333334,0.0,0.0,-0.028666666666666667,-0.0013333333333333333,0.0,0.0,-0.009666666666666665,0.0,-0.02,,,0.0,0.0,-0.006666666666666667,-0.029999999999999995,-0.02,-0.028666666666666667,-0.01633333333333333,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.04,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.01,-0.14566666666666667,-0.21133333333333332,-0.09566666666666666,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.01933333333333333,-0.010333333333333333,-0.14433333333333334,-0.029999999999999995,-0.029999999999999995,-0.05333333333333333,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.04,-0.039,-0.058666666666666666,-0.05,-0.044333333333333336,-0.058333333333333334,-0.04,-0.04066666666666666,-0.05999999999999999,-0.05999999999999999,-0.05999999999999999,-0.05,-0.05999999999999999,-0.06933333333333333,-0.07,-0.07,-0.06966666666666668,-0.07,-0.06433333333333334,-0.07,-0.07,-0.07,-0.07,-0.055,-0.03866666666666666,-0.029999999999999995,-0.04,-0.05,-0.05,-0.05,-0.05,-0.05999999999999999,-0.05999999999999999,,-0.07,-0.07,-0.07,-0.07,-0.07
02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.222,0.0,-0.029999999999999995,-0.009333333333333334,0.0,0.0,0.0,-0.0016666666666666668,0.0,0.0,-0.021333333333333333,0.0,0.0,0.0,-0.0023333333333333335,0.0,-0.017,,,0.0,0.0,-0.0003333333333333333,-0.029666666666666668,-0.02,-0.024333333333333332,-0.010333333333333333,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.04,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.009666666666666665,-0.002,-0.007666666666666667,-0.01633333333333333,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.11333333333333333,-0.012333333333333333,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.04,-0.03966666666666666,-0.058,-0.05,-0.043000000000000003,-0.05466666666666667,-0.04,-0.04633333333333334,-0.059666666666666666,-0.05999999999999999,-0.05999999999999999,-0.04833333333333334,-0.05999999999999999,-0.069,-0.07,-0.07,-0.07,-0.07,-0.06233333333333334,-0.233,-0.16433333333333336,-0.07,-0.07,-0.13133333333333333,-0.15233333333333335,-0.029999999999999995,-0.04,-0.05,-0.049666666666666665,-0.05,-0.05,-0.05999999999999999,-0.05999999999999999,,-0.07,-0.07,-0.07,-0.07,-0.07
02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029999999999999995,-0.0016666666666666668,0.0,0.0,0.0,-0.0003333333333333333,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,-0.01,,,0.0,0.0,0.0,-0.025666666666666667,-0.02,-0.02,-0.009666666666666665,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.036333333333333336,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.01,-0.009333333333333334,-0.0013333333333333333,-0.02,-0.18533333333333332,-0.16866666666666666,-0.029999999999999995,-0.004666666666666667,-0.017666666666666667,-0.029999999999999995,-0.15833333333333333,-0.19666666666666668,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.16233333333333333,-0.04,-0.052333333333333336,-0.05,-0.04,-0.051000000000000004,-0.04,-0.23066666666666666,-0.05999999999999999,-0.05999999999999999,-0.05999999999999999,-0.04766666666666667,-0.05999999999999999,-0.21266666666666667,-0.17833333333333334,-0.06833333333333334,-0.07,-0.07,-0.060333333333333336,-0.07,-0.07,-0.18633333333333332,-0.07,-0.04066666666666666,-0.029999999999999995,-0.029999999999999995,-0.04,-0.05,-0.05,-0.05,-0.05,-0.05999999999999999,-0.05999999999999999,,-0.07,-0.07,-0.07,-0.07,-0.07
03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018666666666666668,0.0,0.0,0.0,0.0,0.0,-0.01,,,0.0,0.0,0.0,-0.021333333333333333,-0.019000000000000003,-0.019666666666666666,-0.006,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.015333333333333334,-0.01,-0.003,-0.02,-0.011000000000000001,-0.029999999999999995,-0.029999999999999995,-0.01,-0.018666666666666668,-0.029999999999999995,-0.07066666666666667,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.079,-0.03833333333333333,-0.052000000000000005,-0.05,-0.04,-0.05,-0.03933333333333333,-0.049666666666666665,-0.05999999999999999,-0.05999999999999999,-0.05999999999999999,-0.04633333333333334,-0.05999999999999999,-0.05999999999999999,-0.060333333333333336,-0.07,-0.07,-0.20233333333333334,-0.05999999999999999,-0.07,-0.07,-0.06933333333333333,-0.07,-0.04033333333333333,-0.029999999999999995,-0.029999999999999995,-0.04,-0.05,-0.04800000000000001,-0.05,-0.05,-0.056666666666666664,-0.05999999999999999,,-0.06966666666666668,-0.07,-0.07,-0.07,-0.06966666666666668
03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011000000000000001,0.0,0.0,0.0,0.0,0.0,-0.006,,,0.0,0.0,0.0,-0.02,-0.018333333333333333,-0.01633333333333333,-0.0003333333333333333,-0.029333333333333333,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.019666666666666666,-0.013000000000000001,-0.008666666666666666,-0.02033333333333333,-0.009666666666666665,-0.029999999999999995,-0.029999999999999995,-0.01,-0.01633333333333333,-0.029999999999999995,-0.020666666666666667,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.037000000000000005,-0.14933333333333335,-0.05,-0.04,-0.04700000000000001,-0.03833333333333333,-0.04933333333333333,-0.05999999999999999,-0.19066666666666665,-0.059666666666666666,-0.046000000000000006,-0.05999999999999999,-0.05999999999999999,-0.05999999999999999,-0.17866666666666667,-0.18833333333333335,-0.066,-0.05999999999999999,-0.06933333333333333,-0.07,-0.069,-0.07,-0.04,-0.029999999999999995,-0.029999999999999995,-0.04,-0.05,-0.04800000000000001,-0.05,-0.049666666666666665,-0.055,-0.05999999999999999,,-0.069,-0.07,-0.07,-0.07,-0.07
04:00,0.0,0.0,-0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.0013333333333333333,,,0.0,0.0,0.0,-0.019000000000000003,-0.012666666666666666,-0.012,0.0,-0.028333333333333332,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.02,-0.01633333333333333,-0.009333333333333334,-0.02,-0.009333333333333334,-0.029999999999999995,-0.029999999999999995,-0.01,-0.013333333333333334,-0.029999999999999995,-0.021333333333333333,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.20033333333333334,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.03166666666666666,-0.04,-0.14266666666666666,-0.04033333333333333,-0.043333333333333335,-0.034666666666666665,-0.045000000000000005,-0.05999999999999999,-0.04766666666666667,-0.059666666666666666,-0.041,-0.05999999999999999,-0.059333333333333335,-0.05999999999999999,-0.05999999999999999,-0.060333333333333336,-0.061000000000000006,-0.05999999999999999,-0.06733333333333333,-0.07,-0.06866666666666667,-0.07,-0.04,-0.029999999999999995,-0.029999999999999995,-0.04,-0.05,-0.04800000000000001,-0.05,-0.04933333333333333,-0.053000000000000005,-0.05999999999999999,,-0.06866666666666667,-0.07,-0.07,-0.07,-0.06933333333333333
04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-0.013000000000000001,-0.009666666666666665,-0.009666666666666665,0.0,-0.020666666666666667,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029666666666666668,-0.14133333333333334,-0.02,-0.014333333333333333,-0.009666666666666665,-0.02,-0.009333333333333334,-0.029999999999999995,-0.029999999999999995,-0.009333333333333334,-0.01,-0.029999999999999995,-0.02,-0.029999999999999995,-0.029999999999999995,-0.2076666666666667,-0.029999999999999995,-0.20233333333333334,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.16466666666666668,-0.029999999999999995,-0.151,-0.03966666666666666,-0.03933333333333333,-0.04,-0.041,-0.030999999999999996,-0.041,-0.20733333333333331,-0.04066666666666666,-0.057,-0.041,-0.20633333333333334,-0.05733333333333333,-0.05999999999999999,-0.05999999999999999,-0.05999999999999999,-0.060333333333333336,-0.05999999999999999,-0.06266666666666666,-0.06966666666666668,-0.063,-0.06866666666666667,-0.04,-0.029999999999999995,-0.029999999999999995,-0.04,-0.05,-0.043000000000000003,-0.05,-0.049,-0.052000000000000005,-0.05999999999999999,,-0.065,-0.07,-0.07,-0.07,-0.069
05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-0.01,-0.01,-0.008666666666666666,0.0,-0.018666666666666668,-0.029,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029666666666666668,-0.029999999999999995,-0.029999999999999995,-0.025,-0.01,-0.019666666666666666,-0.011666666666666667,-0.01,-0.02,-0.009666666666666665,-0.029666666666666668,-0.157,-0.006333333333333333,-0.009000000000000001,-0.029999999999999995,-0.021,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.179,-0.049,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.029999999999999995,-0.03866666666666666,-0.037000000000000005,-0.04,-0.04,-0.03033333333333333,-0.04,-0.050333333333333334,-0.04,-0.193,-0.192,-0.049666666666666665,-0.051333333333333335,-0.05999999999999999,-0.05999999999999999,-0.05999999999999999,-0.05999999999999999,-0.05999999999999999,-0.06266666666666666,-0.06933333333333333,-0.06166666666666667,-0.06333333333333332,-0.04,-0.029999999999999995,-0.029999999999999995,-0.038000000000000006,-0.05,-0.04733333333333334,-0.05,-0.04766666666666667,-0.05,-0.059333333333333335,,-0.06533333333333333,-0.06966666666666668,-0.07,-0.06933333333333333,-0.06866666666666667
