,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00,0.0,-0.0023333333333333335,0.0,0.0,0.0,0.0,0.0
05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013333333333333333
07:30,0.0,0.0,0.0,0.0,0.0,-0.005333333333333333,-0.009333333333333334
08:00,0.0,0.0,0.0,0.0,0.0,-0.006666666666666667,-0.02666666666666667
08:30,0.0,0.0,0.0,0.0,0.0,-0.007333333333333333,-0.025333333333333333
09:00,0.0,0.0,0.0,0.0,0.0,-0.012666666666666666,-0.028
09:30,0.0,0.0,0.0,0.0,0.0,-0.008,-0.009333333333333334
10:00,0.0,0.0,0.0,0.0,0.0,0.0026666666666666666,0.005333333333333333
10:30,0.0,0.0,0.0,0.0,0.0,0.014666666666666666,0.0
11:00,0.0,0.0,0.0,0.0,0.0,0.024666666666666667,0.0
11:30,0.0,0.0,0.0,0.0,0.0,0.019333333333333334,
12:00,0.0,0.0,0.0,0.0,0.0,0.015333333333333334,
12:30,0.0,0.0,0.0,0.0,0.0,0.025333333333333333,
13:00,0.0,0.0,0.0,0.0,0.0,-0.0026666666666666666,
13:30,0.0,0.0,0.0,0.0,0.0,-0.04,
14:00,0.0,0.0,0.0,0.0,0.0,-0.007333333333333333,
14:30,0.0,0.0,0.0,0.0,0.0,-0.006666666666666667,
15:00,0.0,0.0,0.0,0.0,0.0,-0.03133333333333334,
15:30,0.0,0.0,0.0,0.0,0.0,-0.004,
16:00,0.0,0.0,0.0,0.0,0.0,-0.0023333333333333335,
16:30,0.0,0.0,0.0,0.0,0.0,0.0,
17:00,0.0,0.0,0.0,0.0,0.0,0.0,
17:30,0.0,0.0,0.0,0.0,0.0,0.0,
18:00,0.0,0.0,0.0,0.0,0.0,0.0,
18:30,0.0,0.0,0.0,0.0,0.0,0.0,
19:00,0.0,0.0,0.0,0.0,0.0,0.0,
19:30,0.0,0.0,0.0,0.0,0.0,0.0,
20:00,0.0,0.0,0.0,0.0,0.0,0.0,
20:30,0.0,0.0,0.0,0.0,0.0,-1.4666666666666666,
21:00,0.0,0.0,0.0,0.0,0.0,-1.5373333333333334,
21:30,0.0,0.0,0.0,0.0,0.0,-1.5443333333333333,
22:00,0.0,0.0,0.0,0.0,0.0,-1.5410000000000001,
22:30,0.0,0.0,0.0,0.0,0.0,-0.051666666666666666,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,
24:00,0.0,0.0,0.0,0.0,0.0,0.0,
