,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
00:30,0.1396666666666667,0.13,-0.13599999999999998,0.12966666666666668,0.13,0.13033333333333333,-0.09166666666666666
01:00,0.13866666666666666,0.13,-0.7813333333333333,0.13,0.12966666666666668,0.13,-0.8059999999999999
01:30,0.13899999999999998,0.13,0.14,0.13,0.12533333333333332,0.13,0.14
02:00,0.14,0.13,0.14,0.12966666666666668,0.12366666666666666,0.13633333333333333,0.14
02:30,0.13933333333333336,0.13,0.14,0.13,0.12033333333333333,0.13533333333333336,0.14
03:00,0.1376666666666667,0.13,0.14,0.13,0.12033333333333333,0.13,0.14
03:30,0.13866666666666666,0.13,0.14,0.13,0.11966666666666666,0.12966666666666668,0.14
04:00,0.137,0.13,0.14,0.13,0.11999999999999998,0.12633333333333333,0.14
04:30,0.138,0.13,0.14,0.13,0.11966666666666666,0.12333333333333334,0.14
05:00,0.13733333333333334,0.13,0.14,0.13,0.11999999999999998,0.11999999999999998,0.14
05:30,0.13500000000000004,0.13,0.138,0.13033333333333333,0.11999999999999998,0.12066666666666667,0.13899999999999998
06:00,0.13,0.13,0.13433333333333333,0.13,0.11999999999999998,0.12066666666666667,0.13366666666666666
06:30,0.13,0.13,0.13033333333333333,0.13,0.11999999999999998,0.11999999999999998,0.13166666666666668
07:00,0.13,0.13,0.13,0.12866666666666668,0.11999999999999998,0.11999999999999998,0.138
07:30,0.129,0.13,0.13,0.129,0.11999999999999998,0.11999999999999998,0.13833333333333334
08:00,0.12966666666666668,0.13033333333333333,0.13,0.12866666666666668,0.12033333333333333,0.11999999999999998,0.134
08:30,0.12966666666666668,0.13,0.13033333333333333,0.12966666666666668,0.127,0.12233333333333334,0.13133333333333336
09:00,0.13,0.131,0.131,0.13,0.12933333333333333,-1.0023333333333333,0.13
09:30,0.13,0.131,0.13500000000000004,0.13,0.13,0.09466666666666668,0.131
10:00,0.13,0.13133333333333336,0.13233333333333333,0.13,0.13,0.14,0.13033333333333333
10:30,0.13,0.13366666666666666,0.13466666666666666,0.13,0.13,0.14,0.13
11:00,0.13,0.13466666666666666,0.13466666666666666,0.13,0.13,0.14,0.13
11:30,0.13,0.13566666666666669,0.13733333333333334,0.13,0.13,0.14,0.13133333333333336
12:00,0.13,0.1396666666666667,0.137,0.13,0.13033333333333333,0.14,0.13
12:30,0.13,0.13466666666666666,0.14,0.13,0.13133333333333336,0.14,0.13
13:00,0.13033333333333333,0.13566666666666669,0.13899999999999998,0.13,0.131,0.14,0.13
13:30,0.13066666666666665,0.138,0.14,0.13,0.13133333333333336,0.13866666666666666,0.13
14:00,0.131,0.13899999999999998,0.14,0.13066666666666665,0.13366666666666666,0.13233333333333333,0.13
14:30,0.13133333333333336,0.1396666666666667,0.14,0.13,0.1376666666666667,0.13133333333333336,0.13
15:00,0.133,0.14,0.1396666666666667,0.13,0.138,0.13,0.13
15:30,0.13733333333333334,0.14,0.1396666666666667,0.13033333333333333,0.137,0.13,0.13066666666666665
16:00,0.13633333333333333,0.14,0.13933333333333336,0.13066666666666665,0.1376666666666667,0.13,0.13233333333333333
16:30,0.13866666666666666,0.14,0.13866666666666666,0.13,0.13899999999999998,0.13133333333333336,0.131
17:00,0.14,0.14,0.14,0.13,0.14,0.13,0.13133333333333336
17:30,0.13933333333333336,0.13899999999999998,0.14,0.13,0.14,0.13033333333333333,0.13133333333333336
18:00,0.14,0.14,0.14,0.13,0.14,0.13,0.13
18:30,0.14,0.14,0.14,0.13,0.14,0.13,0.13
19:00,0.14,0.13933333333333336,0.14,0.13,0.14,0.13,0.13
19:30,0.1396666666666667,0.14,0.14,0.13,0.14,0.13,0.13033333333333333
20:00,0.14,0.13733333333333334,0.14,0.13,0.14,0.13,0.13
20:30,0.14,0.13033333333333333,0.14,0.13,0.13933333333333336,0.13,0.13
21:00,0.14,0.131,0.14,0.13,0.13866666666666666,0.13,0.13166666666666668
21:30,0.14,0.13,0.14,0.13,0.14,0.13,0.13033333333333333
22:00,0.14,0.13,0.14,0.13,0.14,0.13,0.13
22:30,0.14,0.13,0.14,0.13,0.14,0.13,0.13
23:00,0.14,0.13,0.14,0.13,0.13866666666666666,0.13,0.13
23:30,0.1396666666666667,0.13,0.14,0.132,0.134,0.13,0.13
24:00,0.14,0.13,0.14,0.13,0.13033333333333333,0.13,0.13
