minute_local,2025-03-24,2025-03-25,2025-09-29,2025-09-30,2025-10-01,2025-10-02,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
17:20,,,0.0,0.0,0.0,0.038,0.675,0.0,0.0,0.027,0.0,0.0,
17:21,,,0.0,0.0,0.0,0.039,0.659,0.0,0.0,0.023,0.0,0.0,
17:22,,,0.0,0.0,0.0,0.037,0.645,0.0,0.0,0.021,0.0,0.0,
17:23,,,0.0,0.0,0.0,0.037,0.616,0.0,0.0,0.018,0.0,0.0,
17:24,,,0.0,0.0,0.0,0.036,0.469,0.0,0.0,0.013,0.0,0.0,
17:25,,,0.0,0.0,0.0,0.035,0.267,0.0,0.0,0.012,0.0,0.0,
17:26,,,0.0,0.0,0.0,0.034,0.211,0.0,0.0,0.009,0.0,0.0,
17:27,,,0.0,0.0,0.0,0.032,0.139,0.0,0.0,0.006,0.0,0.0,
17:28,,,0.0,0.0,0.0,0.031,0.121,0.0,0.0,0.004,0.0,0.0,
17:29,,,0.0,0.0,0.0,0.03,0.13,0.0,0.0,0.001,0.0,0.0,
17:30,,,0.0,0.0,0.0,0.032,0.211,0.0,0.0,0.0,0.0,0.0,
17:31,,,0.0,0.0,0.0,0.032,0.277,0.0,0.0,0.0,0.0,0.0,
17:32,,,0.0,0.0,0.0,0.03,0.284,0.0,0.0,0.0,0.0,0.0,
17:33,,,0.0,0.0,0.0,0.026,0.287,0.0,0.0,0.0,0.0,0.0,
17:34,,,0.0,0.0,0.0,0.028,0.289,0.0,0.0,0.0,0.0,0.0,
17:35,,,0.0,0.0,0.0,0.028,0.271,0.0,0.0,0.0,0.0,0.0,
17:36,,,0.0,0.0,0.0,0.026,0.217,0.0,0.0,0.0,0.0,0.0,
17:37,,,0.0,0.0,0.0,0.023,0.117,0.0,0.0,0.0,0.0,0.0,
17:38,,,0.0,0.0,0.0,0.02,0.093,0.0,0.0,0.0,0.0,0.0,
17:39,,,0.0,0.0,0.0,0.013,0.081,0.0,0.0,0.0,0.0,0.0,
17:40,,,0.0,0.0,0.0,0.01,0.071,0.0,0.0,0.0,0.0,0.0,
17:41,,,0.0,0.0,0.0,0.008,0.067,0.0,0.0,0.0,0.0,0.0,
17:42,,,0.0,0.0,0.0,0.008,0.074,0.0,0.0,0.0,0.0,0.0,
17:43,,,0.0,0.0,0.0,0.007,0.072,0.0,0.0,0.0,0.0,0.0,
17:44,,,0.0,0.0,0.0,0.007,0.063,0.0,0.0,0.0,0.0,0.0,
17:45,,,0.0,0.0,0.0,0.006,0.059,0.0,0.0,0.0,0.0,0.0,
17:46,,,0.0,0.0,0.0,0.004,0.053,0.0,0.0,0.0,0.0,0.0,
17:47,,,0.0,0.0,0.0,0.005,0.048,0.0,0.0,0.0,0.0,0.0,
17:48,,,0.0,0.0,0.0,0.002,0.048,0.0,0.0,0.0,0.0,0.0,
17:49,,,0.0,0.0,0.0,0.001,0.05,0.0,0.0,0.0,0.0,0.0,
17:50,,,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,
17:51,,,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,
17:52,,,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,
17:53,,,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,
17:54,,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,
17:55,,,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,
17:56,,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,
17:57,,,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,
17:58,,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,
17:59,,,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,
18:00,,,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,
18:01,,,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,
18:02,,,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,
18:03,,,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,
18:04,,,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,
18:05,,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,
18:06,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:07,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:09,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:10,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:11,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:12,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:14,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:15,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:16,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:17,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:19,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:20,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:21,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:22,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:23,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:29,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:31,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:32,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:35,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:36,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:37,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:38,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:39,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:40,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:41,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:42,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:43,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:44,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:45,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:46,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:47,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:48,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:49,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:50,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:51,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:52,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:53,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:54,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:55,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:56,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:58,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:59,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:01,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:02,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:03,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:05,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:06,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:07,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:09,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:10,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:11,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:12,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:14,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:15,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:16,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:17,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:19,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:20,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:21,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:22,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:23,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:29,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:31,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:32,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:35,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:36,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:37,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:38,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:39,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:40,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:41,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:42,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:43,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:44,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:45,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:46,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:47,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:48,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:49,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:50,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:51,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:52,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:53,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:54,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:55,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:56,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:58,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:59,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:01,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:02,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:03,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:05,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:06,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:07,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:09,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:10,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:11,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:12,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:14,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:15,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:16,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:17,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:19,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:20,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:21,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:22,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:23,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:29,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:31,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:32,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:35,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:36,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:37,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:38,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:39,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:40,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:41,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:42,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:43,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:44,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:45,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:46,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:47,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:48,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:49,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:50,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:51,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:52,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:53,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:54,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:55,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:56,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:58,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
20:59,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:01,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:02,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:03,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:05,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:06,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:07,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:09,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:10,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:11,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:12,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:14,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:15,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:16,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:17,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:19,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:20,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:21,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:22,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:23,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:29,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:31,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:32,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:35,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:36,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:37,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:38,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:39,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:40,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:41,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:42,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:43,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:44,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:45,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:46,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:47,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:48,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:49,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:50,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:51,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:52,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:53,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:54,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:55,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:56,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:58,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:59,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:01,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:02,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:03,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:05,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:06,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:07,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:09,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
