,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06:30,0.0,0.014666666666666666,0.0,0.006333333333333333,0.0,0.0,0.0
07:00,0.0,1.0456666666666667,0.0,1.2476666666666667,0.0,0.0,0.006333333333333333
07:30,0.0,1.995,0.0,1.9783333333333333,0.006333333333333333,0.005333333333333333,0.454
08:00,0.0,2.529333333333333,0.009333333333333334,2.671,0.48366666666666663,0.005666666666666667,1.3900000000000001
08:30,0.004666666666666667,2.3819999999999997,0.0,3.223,1.227,0.5690000000000001,1.5713333333333332
09:00,0.006666666666666667,3.469,0.004666666666666667,3.7606666666666664,0.5003333333333333,2.336,1.6039999999999999
09:30,0.007,2.0043333333333333,0.0016666666666666668,4.061,0.192,2.242,2.3546666666666667
10:00,0.008333333333333333,1.417,0.10633333333333335,4.4,3.2263333333333337,3.359666666666667,3.352333333333333
10:30,0.8089999999999999,0.48800000000000004,1.188,4.53,4.368333333333334,3.8569999999999998,2.4916666666666667
11:00,1.2443333333333333,1.1286666666666667,1.137,4.6593333333333335,4.398666666666667,3.9346666666666663,2.7310526315789474
11:30,1.3093333333333335,1.5623333333333334,1.3686666666666667,4.6193333333333335,4.407,4.178,
12:00,1.0366666666666666,1.7346666666666666,1.595,1.9063333333333334,4.446666666666667,3.6986666666666665,
12:30,0.005333333333333333,2.4253333333333336,1.2916666666666667,1.2433333333333332,4.283333333333333,4.02,
13:00,0.008333333333333333,4.024666666666667,3.4219999999999997,0.48033333333333333,4.096333333333333,2.9339999999999997,
13:30,1.2340000000000002,4.3966666666666665,1.41,0.009333333333333334,3.7743333333333333,1.5643333333333334,
14:00,1.3256666666666668,2.7676666666666665,2.516,1.0450000000000002,3.365666666666667,2.991,
14:30,1.589,3.432666666666667,1.2286666666666666,0.6666666666666666,2.5206666666666666,2.2743333333333333,
15:00,1.9686666666666668,2.4143333333333334,1.3443333333333334,0.058666666666666666,1.7663333333333333,0.38833333333333336,
15:30,1.344,1.8323333333333334,0.7566666666666666,0.0023333333333333335,1.6666666666666667,0.0033333333333333335,
16:00,0.09433333333333334,1.486,0.6363333333333333,0.0,1.231,0.0023333333333333335,
16:30,0.0,0.9856666666666667,0.22933333333333333,0.0,0.38033333333333336,0.0,
17:00,0.0,0.8323333333333333,0.0023333333333333335,0.0,0.0,0.0,
17:30,0.0,0.03666666666666667,0.0,0.0,0.0,0.0,
18:00,0.0,0.0,0.0,0.0,0.0,0.0,
18:30,0.0,0.0,0.0,0.0,0.0,0.0,
19:00,0.0,0.0,0.0,0.0,0.0,0.0,
19:30,0.0,0.0,0.0,0.0,0.0,0.0,
20:00,0.0,0.0,0.0,0.0,0.0,0.0,
20:30,0.0,0.0,0.0,0.0,0.0,0.0,
21:00,0.0,0.0,0.0,0.0,0.0,0.0,
21:30,0.0,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,
24:00,0.0,0.0,0.0,0.0,0.0,0.0,
