,2025-03-24,2025-03-25,2025-09-29,2025-09-30,2025-10-01,2025-10-02,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
15:30,,,0.4475,0.0,0.0,4.6016666666666675,4.0262,0.9730000000000001,0.5036,4.432966666666667,0.9273333333333333,0.40163333333333334,
16:00,,,0.2985,0.0,0.0,3.6784666666666666,3.6343666666666667,0.47850000000000004,0.33916666666666667,3.4155666666666664,0.6711333333333334,0.30896666666666667,
16:30,,,0.030000000000000002,0.0,0.0,1.2455333333333334,1.0101666666666667,0.3436666666666667,0.1255,2.0915,0.3049666666666667,0.6826000000000001,
17:00,0.0,0.0,0.0,0.0,0.0,0.06986666666666667,0.6228333333333332,0.043699999999999996,0.0653,0.8038666666666666,0.08036666666666667,0.1834666666666667,
17:30,,0.0,0.0,0.0,0.0,0.037566666666666665,0.8230333333333333,0.013000000000000001,0.016966666666666668,0.09603333333333335,0.004166666666666667,0.0069,
18:00,,,0.0,0.0,0.0,0.010533333333333334,0.10493333333333334,0.0,0.0,0.0,0.0,0.0,
18:30,,,0.0,0.0,0.0,0.0,0.0020666666666666667,0.0,0.0,0.0,0.0,0.0,
19:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009333333333333333,-0.0009333333333333333,
21:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
21:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
22:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
23:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
23:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
24:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,
