,2025-03-24,2025-03-25,2025-09-29,2025-09-30,2025-10-01,2025-10-02,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
00:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
01:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
01:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
02:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
02:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
03:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
03:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
04:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
04:30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
05:00,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,-0.001
05:30,,,0.0,0.0,0.0,0.0191,0.018866666666666664,0.0,0.0,0.0008333333333333334,-0.0008,-0.0009,-0.0009666666666666667
06:00,,,0.0,0.0,0.0,0.2624666666666667,0.19913333333333333,0.03953333333333333,0.0037,0.07246666666666667,0.03866666666666666,0.021233333333333333,0.025133333333333334
06:30,,,0.0035666666666666668,0.0,0.0,0.48486666666666667,0.3887333333333334,0.1946,0.043533333333333334,0.38106666666666666,0.17846666666666666,0.1751,0.2634
07:00,,,0.047066666666666666,0.0,0.0,1.3413666666666666,0.7237333333333333,0.44323333333333337,0.1135,1.1706333333333334,0.5718,0.4595666666666667,0.7221
07:30,,,0.23733333333333334,0.0,0.0,2.2225666666666664,1.0848666666666666,0.3813666666666667,0.2644666666666667,2.3200333333333334,0.9003666666666666,1.0326,1.3381333333333332
08:00,,,0.782,0.0,0.0,3.2631,0.9501666666666666,1.0812666666666668,0.6152333333333334,2.9275,1.2618333333333331,1.3175333333333332,1.8818
08:30,,,1.9530333333333334,0.0,0.0,4.3829,1.3964333333333334,1.3369333333333335,0.843,4.152566666666667,2.0111666666666665,1.1255,2.2034666666666665
09:00,,,3.3465333333333334,0.0,0.0,4.9637,1.3875,1.7236,1.4778666666666667,5.0118,2.145866666666667,3.6808,2.5477
09:30,,,2.9379666666666666,0.0,0.0,4.507033333333334,2.596566666666667,2.3759666666666663,0.9773333333333334,5.7205,2.796666666666667,3.171,3.945866666666667
10:00,,,5.285233333333333,0.0,0.0,4.550966666666667,6.596333333333333,2.3744666666666663,1.3614,6.3697,1.8044333333333333,5.591466666666666,4.161666666666666
10:30,,,5.45,0.0,0.0,6.2578000000000005,7.0976,2.6982666666666666,2.377666666666667,6.821066666666667,1.5281,6.402066666666667,3.777066666666667
11:00,,,5.518833333333333,0.0,0.0,3.9953333333333334,7.5234,3.694733333333333,1.7873666666666668,7.141066666666666,0.8568333333333334,4.583066666666666,4.76023076923077
11:30,,,5.4765,0.0,0.0,2.8539666666666665,7.759766666666667,2.8414,2.778033333333333,7.3621,3.4823,5.742233333333333,
12:00,,,5.2987,0.0,0.0,1.2463666666666666,7.857766666666667,3.3657,2.0798333333333336,7.461766666666667,6.3249,6.901,
12:30,,,3.1426000000000003,0.0,0.0,1.0907333333333333,7.8641,4.1082,1.9314666666666667,7.339066666666667,6.6929,6.870566666666666,
13:00,,,5.574,0.0,0.0,1.0336,7.384566666666667,4.1536,1.0327666666666666,7.149,1.2146666666666666,2.2880333333333334,
13:30,,,3.3981,0.0,0.0,1.5549333333333333,6.760233333333333,2.7610666666666663,1.0149333333333332,6.973633333333334,1.2837,1.9359,
14:00,,,4.5149333333333335,0.0,0.0,0.27949999999999997,5.211600000000001,1.9892333333333334,0.6646,6.568233333333334,3.6167333333333334,1.8753,
14:30,,,2.3761666666666668,0.0,0.0,0.3717,5.615633333333333,2.1042666666666667,0.4728333333333333,5.9837,4.144233333333333,2.4290333333333334,
15:00,,,1.713,0.0,0.0,3.0000333333333336,5.1121,1.8439666666666668,0.9340666666666666,5.263533333333333,1.4844333333333333,1.2020666666666666,
